Date,Tmax_C,Tmin_C,Humidity_pct,Pressure_kPa,WindSpeed_mps,DewPoint_C,SolarRadiation_Wm2,PRECTOTCORR,Division
19810604,35.88,25.89,81.21,99.73,3.01,26.28,,1.17,Dhaka
19810605,34.25,27.02,79.88,99.85,3.7,25.82,,6.02,Dhaka
19810606,34.29,26.39,81.3,99.9,4.01,26.06,,3.09,Dhaka
19810607,33.13,25.52,77.14,100.0,2.65,24.13,,0.48,Dhaka
19810608,33.32,24.82,73.29,100.03,1.63,23.13,,0.08,Dhaka
19810609,34.28,23.92,71.79,100.09,1.97,22.52,,0.01,Dhaka
19810610,33.49,24.51,74.8,100.01,1.81,23.66,,10.07,Dhaka
19810611,36.25,24.79,68.94,99.91,1.52,23.49,,2.98,Dhaka
19810612,36.38,25.81,70.18,99.75,2.27,24.38,,3.63,Dhaka
19810613,34.8,26.84,75.86,99.54,2.38,25.67,,3.51,Dhaka
19810614,33.88,26.82,80.92,99.54,1.8,26.07,,10.19,Dhaka
19810615,32.95,26.82,81.07,99.73,2.0,25.8,,3.57,Dhaka
19810616,33.52,25.72,77.6,99.82,3.13,24.47,,1.71,Dhaka
19810617,33.88,24.58,75.13,99.87,3.17,23.8,,0.87,Dhaka
19810618,35.63,25.0,71.27,99.93,2.82,23.61,,0.78,Dhaka
19810619,35.16,26.2,75.79,99.76,2.15,24.99,,14.29,Dhaka
19810620,33.2,26.48,83.29,99.56,3.76,25.75,,8.82,Dhaka
19810621,33.93,26.68,80.49,99.66,4.08,25.48,,6.97,Dhaka
19810622,32.46,25.75,84.53,99.83,4.29,25.74,,15.85,Dhaka
19810623,33.05,26.41,81.5,100.01,3.82,25.63,,1.69,Dhaka
19810624,33.56,25.78,81.16,100.09,4.08,25.51,,7.62,Dhaka
19810625,32.85,26.38,79.81,100.23,3.33,24.98,,3.81,Dhaka
19810626,33.78,25.87,80.0,100.12,3.93,25.16,,0.67,Dhaka
19810627,33.86,25.89,79.24,100.21,4.31,25.0,,2.95,Dhaka
19810628,31.63,26.21,84.2,100.34,3.59,25.51,,0.55,Dhaka
19810629,31.33,26.23,86.23,100.19,3.69,25.62,,7.56,Dhaka
19810630,34.28,26.12,81.79,99.82,3.74,25.92,,8.92,Dhaka
19810701,32.32,26.56,87.26,99.65,3.1,26.38,,38.08,Dhaka
19810702,31.33,25.94,86.12,99.78,4.18,25.8,,33.61,Dhaka
19810703,32.01,26.28,85.51,99.88,3.22,26.0,,21.45,Dhaka
19810704,33.18,26.55,82.8,99.83,2.31,25.9,,3.75,Dhaka
19810705,32.53,26.35,84.0,99.72,2.55,25.92,,0.87,Dhaka
19810706,32.97,25.78,82.82,99.78,3.74,25.33,,0.47,Dhaka
19810707,33.22,25.57,83.8,99.88,3.19,25.41,,1.28,Dhaka
19810708,33.43,25.87,83.24,99.94,3.92,25.64,,3.79,Dhaka
19810709,32.71,25.84,82.81,99.95,3.46,25.39,,9.15,Dhaka
19810710,32.89,25.92,82.81,99.85,3.26,25.5,,8.07,Dhaka
19810711,33.89,25.36,84.28,99.77,3.31,25.97,,2.89,Dhaka
19810712,31.67,26.15,86.18,99.83,4.65,25.72,,3.17,Dhaka
19810713,32.8,25.77,85.05,99.98,4.2,25.86,,6.8,Dhaka
19810714,32.75,26.25,87.0,99.98,3.79,26.27,,9.98,Dhaka
19810715,32.8,26.36,84.05,100.01,3.56,25.98,,7.38,Dhaka
19810716,30.68,26.45,88.35,100.05,2.91,25.98,,2.72,Dhaka
19810717,29.92,25.76,89.05,100.14,2.97,25.53,,18.68,Dhaka
19810718,29.94,25.8,88.18,100.1,3.15,25.2,,20.91,Dhaka
19810719,31.78,25.41,85.27,99.99,2.02,25.32,,17.45,Dhaka
19810720,32.17,25.24,83.81,99.99,1.71,25.39,,3.61,Dhaka
19810721,32.9,25.68,84.56,100.0,1.73,26.07,,12.09,Dhaka
19810722,31.14,25.59,88.5,99.99,2.63,26.12,,26.11,Dhaka
19810723,32.45,25.34,86.58,100.06,3.31,25.69,,9.98,Dhaka
19810724,29.74,25.69,89.71,100.22,2.15,25.49,,2.03,Dhaka
19810725,32.5,25.1,86.12,100.22,2.83,25.92,,1.78,Dhaka
19810726,31.92,26.29,87.6,100.3,3.44,26.25,,9.13,Dhaka
19810727,30.71,26.15,89.87,100.32,3.59,26.21,,29.26,Dhaka
19810728,32.48,25.63,85.66,100.3,3.27,25.94,,1.21,Dhaka
19810729,32.16,26.17,86.99,100.25,3.66,26.22,,1.3,Dhaka
19810730,29.81,25.87,91.8,100.06,3.65,26.23,,9.15,Dhaka
19810731,31.4,25.94,88.49,99.88,2.76,26.08,,15.2,Dhaka
19810801,30.41,25.69,88.69,99.88,2.38,25.56,,4.98,Dhaka
19810802,30.38,25.25,88.15,100.1,1.85,25.08,,6.26,Dhaka
19810803,30.2,25.01,89.33,100.19,2.44,25.7,,6.3,Dhaka
19810804,31.31,25.69,87.95,99.99,2.8,25.78,,1.77,Dhaka
19810805,32.21,25.77,87.25,99.77,2.55,26.04,,0.79,Dhaka
19810806,32.18,25.72,87.38,99.73,2.31,26.31,,9.45,Dhaka
19810807,32.48,25.46,86.13,99.83,2.89,25.94,,3.25,Dhaka
19810808,32.33,25.98,86.27,100.03,3.85,25.72,,2.56,Dhaka
19810809,30.88,25.7,89.37,100.14,3.3,25.66,,15.73,Dhaka
19810810,32.5,25.59,86.38,100.04,2.93,25.99,,8.04,Dhaka
19810811,32.42,26.46,86.54,99.88,2.04,26.72,,8.95,Dhaka
19810812,31.28,26.61,88.32,99.55,1.6,26.68,,8.04,Dhaka
19810813,32.54,26.82,88.27,99.51,2.84,26.69,,6.32,Dhaka
19810814,32.37,26.15,86.47,99.79,4.46,25.98,,2.63,Dhaka
19810815,32.5,25.64,87.27,100.06,3.63,25.85,,0.13,Dhaka
19810816,31.7,25.57,86.06,100.19,3.27,25.61,,3.22,Dhaka
19810817,32.2,25.55,85.67,100.07,3.33,25.71,,2.91,Dhaka
19810818,32.03,26.15,87.32,99.91,3.16,26.15,,5.27,Dhaka
19810819,33.55,26.52,85.11,99.77,3.01,26.52,,1.73,Dhaka
19810820,32.54,26.43,86.0,99.78,2.72,26.23,,3.88,Dhaka
19810821,31.13,26.41,91.19,99.71,2.52,26.64,,21.08,Dhaka
19810822,32.46,26.13,87.02,99.72,3.39,26.06,,8.95,Dhaka
19810823,30.88,26.03,87.85,99.99,4.08,25.63,,16.67,Dhaka
19810824,30.92,25.71,87.61,100.12,3.61,25.71,,14.43,Dhaka
19810825,32.12,25.81,87.5,100.11,3.57,26.05,,14.93,Dhaka
19810826,31.23,25.91,86.3,100.21,2.58,25.58,,5.17,Dhaka
19810827,30.84,25.62,87.1,100.15,2.57,25.26,,1.73,Dhaka
19810828,30.27,25.46,90.29,99.95,3.31,25.5,,34.15,Dhaka
19810829,31.09,25.66,88.82,99.99,2.05,25.55,,3.35,Dhaka
19810830,32.08,24.66,86.33,100.07,2.11,25.57,,0.35,Dhaka
19810831,31.47,25.4,88.71,100.08,2.9,25.99,,0.19,Dhaka
19810901,32.27,26.25,87.42,100.14,3.21,26.25,,0.91,Dhaka
19810902,30.46,26.15,89.82,100.27,2.86,26.19,,10.35,Dhaka
19810903,31.56,25.32,87.66,100.28,2.78,25.79,,15.97,Dhaka
19810904,31.01,25.67,88.6,100.22,2.83,25.78,,3.01,Dhaka
19810905,32.27,25.46,87.78,100.28,2.66,26.01,,1.91,Dhaka
19810906,31.13,25.52,89.64,100.35,3.35,25.87,,5.09,Dhaka
19810907,29.95,25.79,91.12,100.39,2.36,25.76,,2.54,Dhaka
19810908,31.01,25.02,89.36,100.51,2.26,25.49,,2.7,Dhaka
19810909,29.59,25.53,91.02,100.62,2.72,25.66,,16.07,Dhaka
19810910,31.1,25.19,88.96,100.7,2.42,25.55,,23.97,Dhaka
19810911,31.36,25.26,88.53,100.59,2.8,25.67,,8.98,Dhaka
19810912,30.12,25.29,89.65,100.63,2.84,25.49,,7.7,Dhaka
19810913,30.63,25.42,88.74,100.76,2.14,25.38,,21.24,Dhaka
19810914,30.59,24.68,86.08,100.85,1.1,24.57,,16.62,Dhaka
19810915,31.27,24.47,85.76,100.87,1.09,24.88,,1.0,Dhaka
19810916,31.83,23.92,81.07,100.88,0.94,24.01,,0.08,Dhaka
19810917,32.19,24.0,77.83,100.82,0.66,23.78,,0.01,Dhaka
19810918,32.67,24.21,76.76,100.69,0.8,24.2,,0.12,Dhaka
19810919,32.98,26.96,72.19,100.55,0.44,23.93,,0.65,Dhaka
19810920,30.46,25.62,80.88,100.61,0.8,24.37,,12.53,Dhaka
19810921,33.48,23.98,79.38,100.53,0.99,24.54,,1.64,Dhaka
19810922,33.43,25.28,78.46,100.38,0.52,25.18,,0.41,Dhaka
19810923,34.17,26.66,78.16,100.18,0.67,25.48,,0.58,Dhaka
19810924,31.25,26.03,88.67,100.1,2.33,26.17,,0.0,Dhaka
19810925,30.25,25.64,88.93,100.4,2.1,25.74,,1.36,Dhaka
19810926,30.92,24.79,85.54,100.75,2.75,24.28,,2.35,Dhaka
19810927,31.86,24.24,86.83,100.69,2.67,25.18,,1.74,Dhaka
19810928,31.97,25.44,85.52,100.5,2.06,25.28,,2.59,Dhaka
19810929,31.68,24.72,89.08,100.47,2.67,25.82,,14.74,Dhaka
19810930,30.83,25.3,89.43,100.43,2.06,25.78,,11.68,Dhaka
19811001,30.78,25.07,87.68,100.38,1.91,25.2,,18.0,Dhaka
19811002,31.66,24.4,83.83,100.42,1.63,24.45,,3.26,Dhaka
19811003,31.88,24.15,76.2,100.49,0.91,22.78,,0.25,Dhaka
19811004,32.09,23.22,71.39,100.46,0.71,21.94,,0.24,Dhaka
19811005,32.03,23.67,72.65,100.43,0.9,21.81,,0.01,Dhaka
19811006,31.79,22.45,78.9,100.43,1.19,22.33,,0.02,Dhaka
19811007,31.29,19.32,67.89,100.53,1.33,18.47,,0.02,Dhaka
19811008,31.95,21.64,60.45,100.69,0.76,17.92,,0.0,Dhaka
19811009,32.11,21.8,62.73,100.8,0.88,18.29,,0.0,Dhaka
19811010,32.42,21.51,68.25,100.65,1.04,19.67,,0.0,Dhaka
19811011,32.58,22.05,68.38,100.7,0.73,20.38,,0.0,Dhaka
19811012,33.32,23.18,66.73,100.9,0.87,20.88,,0.0,Dhaka
19811013,33.35,22.48,71.27,100.97,1.11,22.03,,0.01,Dhaka
19811014,31.15,24.99,78.46,100.84,1.11,23.78,,0.92,Dhaka
19811015,32.03,24.91,78.31,100.82,0.85,23.48,,0.65,Dhaka
19811016,32.45,23.25,77.32,100.7,1.73,22.48,,0.02,Dhaka
19811017,32.91,21.34,73.59,100.63,2.09,20.51,,0.0,Dhaka
19811018,32.4,19.65,72.03,100.63,1.7,19.32,,0.0,Dhaka
19811019,31.78,19.95,69.19,100.76,1.13,18.72,,0.0,Dhaka
19811020,31.67,20.61,65.13,100.87,1.17,17.78,,0.0,Dhaka
19811021,31.36,20.56,64.84,100.8,1.09,17.97,,0.0,Dhaka
19811022,32.19,20.75,64.1,100.9,1.09,18.35,,0.0,Dhaka
19811023,32.71,20.44,65.18,101.03,1.15,19.04,,0.0,Dhaka
19811024,33.11,22.24,64.4,101.18,1.05,19.36,,0.0,Dhaka
19811025,33.01,20.98,65.75,101.28,1.1,19.02,,0.0,Dhaka
19811026,33.01,20.39,64.62,101.17,1.25,18.43,,0.0,Dhaka
19811027,32.86,21.35,68.19,101.08,1.5,19.47,,0.0,Dhaka
19811028,32.78,20.35,66.59,101.18,1.53,18.3,,0.0,Dhaka
19811029,30.5,19.82,63.81,101.09,1.52,16.77,,0.0,Dhaka
19811030,31.47,19.39,60.61,100.88,1.52,15.72,,0.0,Dhaka
19811031,32.1,18.73,59.04,100.86,1.3,15.5,,0.0,Dhaka
19811101,32.38,18.57,60.58,100.9,1.32,15.91,,0.0,Dhaka
19811102,32.1,18.64,60.92,100.81,1.53,15.69,,0.0,Dhaka
19811103,32.68,20.48,58.14,100.76,1.18,16.68,,0.03,Dhaka
19811104,33.4,21.39,64.53,100.68,1.09,19.69,,0.1,Dhaka
19811105,32.18,23.49,72.2,100.71,1.59,21.36,,0.29,Dhaka
19811106,32.78,19.52,60.22,100.99,1.98,16.47,,0.01,Dhaka
19811107,32.02,17.29,56.02,101.04,1.39,13.13,,0.0,Dhaka
19811108,32.04,17.45,54.38,100.92,0.9,13.37,,0.0,Dhaka
19811109,32.6,18.47,53.6,100.9,0.88,13.89,,0.0,Dhaka
19811110,30.85,18.42,68.62,101.01,1.35,17.41,,0.0,Dhaka
19811111,31.41,19.55,60.37,101.07,0.78,15.72,,0.0,Dhaka
19811112,31.73,18.06,56.15,101.11,1.01,14.23,,0.0,Dhaka
19811113,30.81,17.08,56.29,101.22,1.19,13.79,,0.0,Dhaka
19811114,31.41,18.67,56.95,101.21,1.94,14.46,,0.0,Dhaka
19811115,30.28,16.11,63.91,101.2,1.64,14.45,,0.0,Dhaka
19811116,31.61,16.36,58.97,101.13,1.06,13.96,,0.0,Dhaka
19811117,32.39,17.38,57.97,101.04,1.1,14.76,,0.0,Dhaka
19811118,31.82,17.61,55.26,101.0,1.2,13.66,,0.0,Dhaka
19811119,31.14,16.73,52.9,100.93,1.46,12.52,,0.02,Dhaka
19811120,31.91,16.95,64.97,100.83,1.89,16.53,,0.29,Dhaka
19811121,32.29,19.56,64.62,100.83,1.51,17.32,,0.3,Dhaka
19811122,31.46,17.21,59.89,100.88,1.67,14.07,,0.01,Dhaka
19811123,31.14,15.45,57.12,100.92,1.76,12.26,,0.0,Dhaka
19811124,30.57,14.32,54.76,100.97,1.34,10.8,,0.0,Dhaka
19811125,29.82,13.88,57.33,100.89,1.19,11.73,,0.0,Dhaka
19811126,30.13,15.13,56.43,101.05,0.94,12.03,,0.0,Dhaka
19811127,30.61,15.32,52.84,101.25,0.94,11.22,,0.0,Dhaka
19811128,29.66,15.31,48.33,101.24,0.63,10.38,,0.0,Dhaka
19811129,30.4,14.99,47.73,101.27,1.05,9.61,,0.0,Dhaka
19811130,29.66,14.23,50.89,101.43,0.94,9.72,,0.0,Dhaka
19811201,29.16,15.94,48.43,101.52,0.93,9.82,,0.0,Dhaka
19811202,29.9,14.29,51.33,101.53,1.04,10.25,,0.0,Dhaka
19811203,30.12,14.96,53.09,101.5,1.09,10.8,,0.0,Dhaka
19811204,29.85,15.59,54.27,101.38,0.67,11.58,,0.0,Dhaka
19811205,29.08,14.33,57.7,101.4,1.49,11.74,,0.0,Dhaka
19811206,30.24,15.49,55.53,101.42,0.98,12.04,,0.0,Dhaka
19811207,29.23,16.19,57.1,101.34,1.44,12.76,,0.0,Dhaka
19811208,28.45,17.11,61.4,101.29,1.02,14.36,,0.02,Dhaka
19811209,31.49,17.38,62.6,101.35,1.35,15.8,,0.8,Dhaka
19811210,25.79,20.47,84.65,101.45,2.31,19.49,,10.66,Dhaka
19811211,26.03,18.34,90.19,101.1,3.22,19.96,,44.29,Dhaka
19811212,27.87,14.82,74.41,101.5,1.69,15.37,,0.81,Dhaka
19811213,26.4,15.06,68.72,101.64,1.89,13.01,,0.52,Dhaka
19811214,25.79,12.53,70.4,101.53,1.12,12.25,,0.0,Dhaka
19811215,26.83,13.57,66.7,101.48,1.36,11.99,,0.0,Dhaka
19811216,25.67,11.47,61.63,101.59,1.51,9.38,,0.0,Dhaka
19811217,24.18,9.85,57.55,101.65,1.38,7.13,,0.0,Dhaka
19811218,24.49,13.33,51.73,101.69,0.84,7.54,,0.0,Dhaka
19811219,25.65,12.69,57.53,101.79,1.32,8.34,,0.0,Dhaka
19811220,25.4,11.29,57.47,101.75,1.34,7.75,,0.0,Dhaka
