Date,Tmax_C,Tmin_C,Humidity_pct,Pressure_kPa,WindSpeed_mps,DewPoint_C,SolarRadiation_Wm2,PRECTOTCORR,Division
19810228,34.2,20.84,69.37,101.13,2.64,18.69,,0.0,Barishal
19810301,33.02,21.13,74.68,101.17,3.95,20.39,,0.14,Barishal
19810302,32.59,21.8,75.27,101.19,2.96,20.74,,0.01,Barishal
19810303,33.22,21.66,63.43,101.36,1.16,17.01,,0.01,Barishal
19810304,32.52,18.89,44.89,101.49,1.39,10.08,,0.0,Barishal
19810305,32.05,18.49,38.52,101.47,1.2,8.44,,0.0,Barishal
19810306,32.38,19.33,53.14,101.51,1.31,13.12,,0.0,Barishal
19810307,33.3,20.43,58.85,101.45,2.18,16.48,,0.0,Barishal
19810308,33.7,20.73,64.43,101.18,3.32,18.31,,0.0,Barishal
19810309,34.52,21.8,63.62,101.19,2.32,18.66,,0.0,Barishal
19810310,32.76,21.41,62.13,101.28,1.89,17.52,,0.22,Barishal
19810311,33.96,20.48,60.42,101.23,2.64,16.88,,0.24,Barishal
19810312,31.01,21.52,68.14,101.3,1.7,18.81,,5.24,Barishal
19810313,29.34,22.35,66.4,101.41,0.99,18.22,,6.13,Barishal
19810314,31.33,20.95,55.36,101.48,1.33,15.88,,0.06,Barishal
19810315,32.25,21.23,53.87,101.49,0.95,15.66,,2.47,Barishal
19810316,32.85,22.16,49.62,101.18,1.29,15.1,,0.0,Barishal
19810317,31.83,19.96,55.41,100.9,2.25,15.59,,0.0,Barishal
19810318,33.39,20.86,64.28,100.82,2.6,18.43,,0.0,Barishal
19810319,34.96,20.15,60.39,100.86,1.82,16.42,,0.0,Barishal
19810320,35.37,20.96,63.07,100.85,2.35,18.54,,0.0,Barishal
19810321,30.05,22.99,69.22,100.88,1.66,20.1,,0.0,Barishal
19810322,32.76,23.5,65.61,100.61,2.19,19.9,,0.0,Barishal
19810323,32.92,22.91,67.91,100.51,2.76,20.43,,2.0,Barishal
19810324,33.45,23.32,69.0,100.71,2.03,20.47,,5.51,Barishal
19810325,29.81,22.95,70.17,100.92,1.77,19.46,,4.77,Barishal
19810326,29.69,21.76,60.1,100.88,1.39,16.1,,1.85,Barishal
19810327,31.33,20.63,60.35,100.79,2.46,16.84,,2.46,Barishal
19810328,29.46,21.64,71.49,100.92,2.28,19.36,,8.97,Barishal
19810329,30.36,21.54,76.06,101.06,1.9,20.85,,10.7,Barishal
19810330,32.43,22.26,71.0,100.98,1.9,20.47,,2.0,Barishal
19810331,31.43,23.09,76.19,100.73,2.51,21.74,,4.21,Barishal
19810401,31.38,22.61,75.78,100.65,3.2,21.54,,6.13,Barishal
19810402,32.82,23.36,74.61,100.85,2.89,22.13,,2.68,Barishal
19810403,33.3,23.41,73.14,100.81,3.21,21.94,,0.36,Barishal
19810404,33.32,24.33,76.12,100.56,4.32,23.05,,0.59,Barishal
19810405,34.48,25.44,75.4,100.4,4.43,23.74,,1.7,Barishal
19810406,36.92,24.96,68.16,100.54,2.85,21.54,,0.11,Barishal
19810407,35.56,23.27,67.21,100.63,2.61,20.32,,0.0,Barishal
19810408,35.98,22.34,62.46,100.66,2.37,18.24,,0.0,Barishal
19810409,36.09,21.64,61.39,100.58,3.22,18.43,,0.0,Barishal
19810410,35.32,23.86,69.06,100.5,4.53,21.38,,0.05,Barishal
19810411,35.14,23.73,70.62,100.6,3.92,21.35,,1.77,Barishal
19810412,32.86,23.91,74.3,100.67,4.27,22.02,,3.29,Barishal
19810413,32.09,24.28,75.22,100.75,2.63,22.56,,15.48,Barishal
19810414,32.65,24.93,75.03,100.72,3.22,23.1,,0.01,Barishal
19810415,32.31,25.14,72.39,100.81,3.08,22.47,,0.01,Barishal
19810416,32.48,25.42,77.15,100.64,3.36,23.54,,11.57,Barishal
19810417,29.96,24.69,82.63,100.61,3.74,23.67,,34.4,Barishal
19810418,30.44,25.14,81.33,100.71,4.26,23.93,,12.52,Barishal
19810419,30.69,25.57,82.01,100.88,4.55,24.05,,23.8,Barishal
19810420,29.56,24.68,84.1,100.84,2.73,23.69,,17.12,Barishal
19810421,30.9,23.09,76.4,100.73,1.2,22.04,,2.81,Barishal
19810422,31.13,23.79,75.24,100.77,1.7,22.1,,3.31,Barishal
19810423,30.51,23.87,81.27,100.9,1.92,23.26,,0.07,Barishal
19810424,29.73,24.42,85.87,101.02,1.61,24.22,,0.08,Barishal
19810425,32.56,23.86,76.51,100.99,1.17,22.43,,0.04,Barishal
19810426,33.64,23.59,71.64,100.92,1.5,21.96,,0.0,Barishal
19810427,33.37,23.47,71.41,100.96,2.12,21.58,,0.0,Barishal
19810428,34.3,22.98,72.33,100.88,2.19,21.9,,0.0,Barishal
19810429,33.7,23.63,75.04,100.73,2.49,22.85,,0.0,Barishal
19810430,34.13,24.34,75.19,100.83,2.57,23.49,,0.92,Barishal
19810501,34.84,25.67,71.83,100.92,2.47,23.32,,0.14,Barishal
19810502,34.44,24.92,69.82,100.88,2.28,22.36,,0.12,Barishal
19810503,33.99,24.59,65.91,100.83,0.97,21.3,,1.43,Barishal
19810504,33.08,24.58,68.46,100.86,1.83,21.8,,1.68,Barishal
19810505,32.66,25.17,66.51,100.84,1.75,20.58,,0.55,Barishal
19810506,30.58,24.37,68.63,100.79,2.52,20.54,,6.53,Barishal
19810507,29.87,24.18,69.41,100.76,2.03,20.68,,1.95,Barishal
19810508,28.48,24.81,77.85,100.69,2.18,22.16,,2.2,Barishal
19810509,32.72,24.69,73.76,100.53,2.67,23.03,,1.39,Barishal
19810510,30.6,25.72,82.15,100.42,1.81,24.5,,5.7,Barishal
19810511,32.72,25.52,75.21,100.42,1.61,23.63,,1.27,Barishal
19810512,34.17,25.41,72.24,100.31,2.55,23.56,,3.45,Barishal
19810513,34.8,25.07,72.45,100.23,2.76,23.54,,4.42,Barishal
19810514,34.52,25.81,74.55,100.34,2.57,24.24,,3.63,Barishal
19810515,34.1,26.25,75.71,100.22,3.23,24.58,,2.18,Barishal
19810516,32.58,27.21,79.41,100.22,4.05,25.33,,5.69,Barishal
19810517,31.98,26.76,82.91,100.28,3.73,25.65,,25.63,Barishal
19810518,31.53,26.0,81.61,100.31,2.08,24.91,,22.16,Barishal
19810519,33.15,25.5,77.8,100.16,2.03,24.62,,0.18,Barishal
19810520,32.87,26.38,79.51,100.2,3.07,24.93,,0.72,Barishal
19810521,31.73,26.66,77.63,100.35,4.01,24.32,,3.64,Barishal
19810522,31.56,26.39,80.82,100.43,3.18,24.69,,2.28,Barishal
19810523,31.16,26.14,79.28,100.32,2.04,24.65,,1.49,Barishal
19810524,31.96,26.27,79.02,100.29,2.94,24.76,,0.13,Barishal
19810525,32.53,26.66,80.36,100.45,3.34,25.12,,0.81,Barishal
19810526,32.26,26.61,80.81,100.58,2.89,24.89,,8.7,Barishal
19810527,32.61,26.24,79.19,100.51,3.32,24.87,,2.31,Barishal
19810528,31.71,26.85,80.69,100.4,4.77,25.09,,16.43,Barishal
19810529,32.16,26.79,80.78,100.47,4.24,25.25,,17.84,Barishal
19810530,31.04,26.97,85.34,100.44,3.83,26.0,,30.47,Barishal
19810531,30.6,27.13,87.27,100.39,3.31,26.18,,7.78,Barishal
19810601,30.05,26.91,87.75,100.26,3.04,25.96,,6.72,Barishal
19810602,31.18,26.51,84.41,100.1,2.57,25.64,,3.74,Barishal
19810603,30.65,26.74,86.86,99.97,1.7,26.05,,5.92,Barishal
19810604,31.66,27.08,88.58,99.9,3.3,26.96,,4.14,Barishal
19810605,30.89,27.69,86.1,100.06,4.66,26.17,,10.75,Barishal
19810606,31.83,27.18,87.24,100.08,4.07,26.68,,7.31,Barishal
19810607,30.33,26.38,87.77,100.09,2.72,25.98,,0.89,Barishal
19810608,30.67,25.72,83.08,100.11,1.59,24.74,,1.24,Barishal
19810609,30.73,25.09,84.09,100.15,2.89,24.9,,0.01,Barishal
19810610,30.95,26.77,85.12,100.06,2.68,25.67,,0.11,Barishal
19810611,32.9,26.2,79.49,100.02,1.88,25.05,,2.46,Barishal
19810612,33.05,26.35,80.21,99.9,2.32,25.42,,1.28,Barishal
19810613,32.52,26.81,84.56,99.68,2.44,26.4,,4.91,Barishal
19810614,31.02,27.14,91.15,99.64,2.08,27.35,,14.55,Barishal
19810615,30.69,26.95,90.5,99.83,2.67,26.92,,16.73,Barishal
19810616,30.9,26.22,81.69,99.93,3.5,24.48,,1.13,Barishal
19810617,31.52,25.92,78.47,99.93,4.35,24.18,,1.15,Barishal
19810618,31.43,26.33,80.05,100.0,3.65,24.58,,1.98,Barishal
19810619,32.18,26.65,82.59,99.83,3.35,25.7,,3.6,Barishal
19810620,29.91,26.93,88.27,99.58,5.25,26.22,,5.4,Barishal
19810621,31.18,27.35,85.37,99.72,5.63,26.03,,13.11,Barishal
19810622,30.08,27.21,89.2,99.88,5.5,26.49,,40.41,Barishal
19810623,30.93,27.11,86.35,100.1,4.78,26.08,,9.08,Barishal
19810624,30.5,27.01,86.64,100.21,4.7,25.99,,14.41,Barishal
19810625,30.79,26.38,86.38,100.37,3.43,25.36,,19.82,Barishal
19810626,31.16,26.21,84.76,100.28,4.15,25.47,,5.94,Barishal
19810627,31.03,26.53,84.38,100.38,4.5,25.44,,4.65,Barishal
19810628,31.66,26.66,84.35,100.48,4.5,25.69,,0.4,Barishal
19810629,29.19,26.8,88.8,100.32,4.38,25.85,,6.63,Barishal
19810630,30.66,26.92,88.41,99.99,4.32,26.29,,7.59,Barishal
19810701,29.77,26.77,91.3,99.86,4.49,26.32,,76.15,Barishal
19810702,30.71,26.58,88.51,99.99,4.59,26.11,,29.74,Barishal
19810703,30.76,26.92,89.68,100.05,3.43,26.6,,22.75,Barishal
19810704,31.3,26.84,86.86,99.98,2.74,26.1,,7.49,Barishal
19810705,30.78,26.21,87.89,99.82,2.61,25.82,,12.99,Barishal
19810706,30.5,26.47,86.07,99.86,4.67,25.45,,2.3,Barishal
19810707,30.64,26.57,86.74,99.93,3.99,25.69,,10.38,Barishal
19810708,31.09,26.5,86.55,100.0,4.19,25.83,,9.35,Barishal
19810709,30.33,26.14,87.39,100.02,3.87,25.79,,20.34,Barishal
19810710,30.79,26.22,87.42,99.93,3.77,25.78,,13.51,Barishal
19810711,30.73,26.6,88.35,99.84,3.48,26.16,,7.08,Barishal
19810712,31.07,26.21,88.59,99.9,5.55,26.0,,3.5,Barishal
19810713,30.72,26.57,87.6,100.11,4.99,26.04,,7.13,Barishal
19810714,30.83,26.96,88.87,100.12,4.47,26.38,,12.49,Barishal
19810715,31.08,26.72,88.21,100.13,3.88,26.33,,8.6,Barishal
19810716,29.25,26.9,91.34,100.16,3.47,26.38,,5.09,Barishal
19810717,29.36,26.64,90.92,100.25,3.65,26.15,,42.55,Barishal
19810718,28.98,26.55,91.46,100.18,2.99,26.05,,41.87,Barishal
19810719,29.13,25.97,90.86,100.09,2.03,25.79,,21.0,Barishal
19810720,30.96,25.61,87.18,100.06,1.8,25.71,,16.78,Barishal
19810721,30.64,26.37,89.58,100.07,1.84,26.37,,5.79,Barishal
19810722,29.06,26.04,90.02,100.08,3.56,25.53,,32.3,Barishal
19810723,29.81,25.78,88.98,100.12,3.96,25.64,,33.46,Barishal
19810724,29.83,26.08,89.51,100.28,2.26,25.82,,0.56,Barishal
19810725,30.05,26.0,89.6,100.34,2.9,26.03,,2.17,Barishal
19810726,29.42,26.6,91.36,100.47,3.64,26.24,,9.93,Barishal
19810727,29.95,26.39,88.27,100.47,4.06,25.71,,44.19,Barishal
19810728,30.86,26.06,88.59,100.44,3.48,26.08,,4.05,Barishal
19810729,30.65,26.31,88.43,100.43,3.79,25.94,,2.6,Barishal
19810730,29.96,26.05,91.0,100.22,3.74,26.01,,5.9,Barishal
19810731,29.88,26.15,90.0,100.0,3.21,25.93,,13.46,Barishal
19810801,29.81,26.0,88.07,99.95,3.03,25.46,,12.72,Barishal
19810802,29.5,25.9,89.29,100.12,3.27,25.54,,9.28,Barishal
19810803,29.78,26.64,89.58,100.2,4.36,26.04,,9.43,Barishal
19810804,29.98,26.44,88.83,100.01,4.27,25.87,,5.87,Barishal
19810805,30.39,26.49,90.13,99.8,3.83,26.2,,5.5,Barishal
19810806,30.36,26.66,89.49,99.78,3.34,26.08,,1.55,Barishal
19810807,29.69,26.43,89.75,99.82,4.99,25.96,,5.44,Barishal
19810808,29.81,26.83,89.08,100.0,6.42,25.96,,5.95,Barishal
19810809,29.27,26.54,90.59,100.22,4.32,25.91,,17.27,Barishal
19810810,30.66,26.17,88.71,100.18,3.43,25.98,,32.42,Barishal
19810811,30.8,26.27,89.42,100.01,1.76,26.54,,7.33,Barishal
19810812,29.96,26.82,92.0,99.66,2.18,26.68,,5.27,Barishal
19810813,30.28,26.37,91.31,99.62,2.89,26.37,,7.26,Barishal
19810814,29.77,26.56,89.94,99.87,5.39,26.03,,25.19,Barishal
19810815,30.13,26.5,90.05,100.12,4.85,26.09,,2.11,Barishal
19810816,30.47,26.21,87.74,100.29,4.0,25.68,,2.89,Barishal
19810817,30.44,26.22,88.22,100.21,3.87,25.79,,4.09,Barishal
19810818,30.08,26.56,91.29,100.03,3.55,26.41,,1.19,Barishal
19810819,31.1,26.36,89.82,99.92,2.78,26.56,,3.1,Barishal
19810820,30.62,26.84,90.75,99.88,2.74,26.78,,9.72,Barishal
19810821,30.04,26.48,92.06,99.83,2.33,26.56,,25.17,Barishal
19810822,30.0,26.23,90.35,99.85,4.09,26.08,,3.96,Barishal
19810823,29.37,26.42,89.62,100.19,4.1,25.82,,14.0,Barishal
19810824,30.79,26.36,89.28,100.3,3.4,26.23,,15.96,Barishal
19810825,30.79,26.23,89.06,100.3,3.47,26.16,,12.85,Barishal
19810826,30.6,26.49,88.12,100.35,2.76,25.88,,7.17,Barishal
19810827,29.67,25.75,88.72,100.26,2.49,25.3,,3.46,Barishal
19810828,30.27,25.76,88.29,100.08,2.84,25.58,,6.22,Barishal
19810829,30.34,26.09,88.55,100.06,2.34,25.59,,4.08,Barishal
19810830,30.75,26.04,87.23,100.13,3.08,25.65,,0.22,Barishal
19810831,30.16,26.53,89.31,100.14,4.56,26.2,,0.35,Barishal
19810901,30.7,26.22,89.55,100.28,3.51,26.25,,6.17,Barishal
19810902,30.2,26.48,89.58,100.4,3.62,26.01,,20.98,Barishal
19810903,29.86,26.03,88.89,100.41,3.16,25.66,,41.27,Barishal
19810904,30.49,26.2,88.75,100.35,3.47,25.8,,8.54,Barishal
19810905,30.77,26.23,89.5,100.38,3.39,26.07,,3.0,Barishal
19810906,28.56,26.59,91.93,100.4,3.99,26.12,,5.11,Barishal
19810907,28.83,26.57,91.06,100.47,2.45,25.93,,4.33,Barishal
19810908,29.41,26.12,90.66,100.59,3.11,25.85,,2.57,Barishal
19810909,29.18,26.49,91.2,100.72,3.08,25.94,,14.02,Barishal
19810910,29.4,26.02,89.01,100.82,2.76,25.36,,18.81,Barishal
19810911,30.12,25.92,88.39,100.75,3.35,25.55,,4.18,Barishal
19810912,30.32,25.7,87.31,100.78,2.96,25.28,,2.92,Barishal
19810913,30.47,25.84,86.75,100.88,2.36,25.49,,3.91,Barishal
19810914,30.35,25.69,85.01,100.94,1.6,24.91,,2.31,Barishal
19810915,29.81,25.28,85.91,100.97,1.58,24.64,,0.11,Barishal
19810916,30.67,25.3,80.61,100.96,1.28,23.82,,0.03,Barishal
19810917,31.77,25.9,70.78,100.88,0.78,22.84,,0.01,Barishal
19810918,31.99,25.2,78.2,100.76,1.24,24.28,,0.28,Barishal
19810919,31.85,25.68,80.29,100.64,1.02,24.84,,1.8,Barishal
19810920,31.28,25.94,78.18,100.66,0.93,24.62,,0.5,Barishal
19810921,32.41,26.12,80.33,100.61,1.15,25.22,,1.03,Barishal
19810922,31.54,26.48,85.26,100.49,1.28,25.9,,0.04,Barishal
19810923,32.4,26.16,83.9,100.28,1.32,26.03,,0.04,Barishal
19810924,30.62,26.5,89.04,100.14,1.72,26.35,,0.01,Barishal
19810925,28.8,26.48,89.78,100.4,3.76,25.66,,3.73,Barishal
19810926,29.11,26.42,88.32,100.72,5.21,25.37,,4.49,Barishal
19810927,30.05,26.65,89.13,100.74,3.79,26.0,,3.74,Barishal
19810928,30.76,25.98,87.03,100.62,2.47,25.49,,3.22,Barishal
19810929,30.34,25.91,90.49,100.6,3.09,26.11,,24.85,Barishal
19810930,30.34,26.06,89.35,100.55,2.35,26.02,,22.61,Barishal
19811001,29.39,25.85,88.91,100.52,1.81,25.42,,16.22,Barishal
19811002,31.3,24.98,83.29,100.54,1.17,24.81,,6.44,Barishal
19811003,31.33,25.46,76.66,100.57,0.91,23.75,,4.23,Barishal
19811004,30.76,24.55,79.1,100.54,1.28,23.49,,0.0,Barishal
19811005,30.64,23.74,79.3,100.52,1.92,22.87,,0.01,Barishal
19811006,30.37,22.62,79.56,100.53,1.74,22.42,,0.0,Barishal
19811007,30.29,21.13,71.63,100.63,1.88,19.83,,0.0,Barishal
19811008,30.66,21.84,67.08,100.77,1.16,19.37,,0.0,Barishal
19811009,30.34,21.51,69.06,100.89,1.32,19.5,,0.0,Barishal
19811010,30.42,22.59,73.06,100.76,1.47,20.9,,0.0,Barishal
19811011,30.71,22.39,73.77,100.82,1.16,21.2,,0.0,Barishal
19811012,31.15,23.61,69.88,100.98,0.89,21.42,,0.04,Barishal
19811013,31.24,24.17,76.06,101.04,1.21,23.16,,0.09,Barishal
19811014,29.14,24.57,84.27,100.93,1.28,23.82,,1.0,Barishal
19811015,29.73,24.79,81.62,100.9,1.72,23.39,,0.25,Barishal
19811016,30.06,24.7,78.8,100.79,1.45,22.98,,0.3,Barishal
19811017,29.97,22.95,82.21,100.71,2.7,22.57,,0.02,Barishal
19811018,29.6,20.78,78.57,100.74,2.29,20.76,,0.0,Barishal
19811019,29.15,21.48,70.75,100.85,1.36,19.45,,0.0,Barishal
19811020,29.58,22.11,72.17,100.95,1.15,20.22,,0.0,Barishal
19811021,29.08,21.54,71.56,100.89,1.14,19.8,,0.0,Barishal
19811022,29.44,21.88,69.31,100.98,1.35,19.55,,0.0,Barishal
19811023,29.73,20.92,72.31,101.11,1.58,20.13,,0.0,Barishal
19811024,29.83,21.61,74.33,101.28,1.5,20.85,,0.0,Barishal
19811025,29.93,21.79,74.86,101.37,1.5,21.18,,0.0,Barishal
19811026,30.13,22.14,71.66,101.26,1.39,20.66,,0.0,Barishal
19811027,29.82,22.55,77.02,101.18,1.36,21.82,,0.0,Barishal
19811028,29.72,22.48,78.59,101.24,2.06,21.65,,0.0,Barishal
19811029,28.88,21.11,75.36,101.15,2.52,19.79,,0.0,Barishal
19811030,28.99,20.84,74.12,100.95,2.18,19.53,,0.0,Barishal
19811031,28.57,19.48,69.95,100.95,1.83,18.04,,0.0,Barishal
19811101,29.06,20.25,70.67,100.97,1.78,18.61,,0.0,Barishal
19811102,28.65,19.43,73.22,100.89,2.18,18.72,,0.0,Barishal
19811103,29.73,21.3,70.35,100.84,1.37,19.75,,0.0,Barishal
19811104,30.65,23.37,77.87,100.79,1.13,22.65,,0.01,Barishal
19811105,29.81,23.8,82.66,100.81,1.27,23.58,,0.14,Barishal
19811106,29.15,22.7,82.2,101.04,2.22,22.48,,0.69,Barishal
19811107,28.71,20.57,70.54,101.12,2.32,18.29,,0.0,Barishal
19811108,28.3,18.87,70.04,101.02,1.63,17.58,,0.0,Barishal
19811109,28.66,18.33,74.71,101.03,1.59,18.36,,0.0,Barishal
19811110,27.55,22.27,80.56,101.13,1.86,20.73,,0.0,Barishal
19811111,28.32,20.4,70.78,101.19,1.0,18.44,,0.0,Barishal
19811112,28.45,18.63,65.24,101.19,1.62,16.6,,0.0,Barishal
19811113,27.93,18.57,61.24,101.29,1.61,15.54,,0.0,Barishal
19811114,28.55,19.35,71.81,101.31,2.34,18.0,,0.0,Barishal
19811115,27.02,17.3,74.78,101.28,2.64,16.98,,0.0,Barishal
19811116,27.78,16.74,70.83,101.2,1.67,16.54,,0.0,Barishal
19811117,28.23,19.34,64.93,101.13,0.89,16.66,,0.0,Barishal
19811118,27.24,19.32,67.85,101.08,1.09,17.42,,0.0,Barishal
19811119,28.21,20.09,64.47,100.97,1.51,17.34,,0.26,Barishal
19811120,28.79,19.54,72.79,100.84,2.72,18.47,,1.91,Barishal
19811121,28.89,20.67,77.29,100.89,2.91,19.4,,3.39,Barishal
19811122,28.11,17.34,69.19,101.0,1.76,16.25,,2.12,Barishal
19811123,27.88,16.12,67.07,101.03,1.68,15.01,,0.09,Barishal
19811124,27.29,14.74,65.5,101.09,1.63,13.56,,0.0,Barishal
19811125,26.51,14.12,62.86,101.03,1.48,12.49,,0.0,Barishal
19811126,26.82,14.25,63.75,101.16,1.47,13.05,,0.0,Barishal
19811127,27.41,16.48,59.74,101.35,1.13,13.37,,0.0,Barishal
19811128,27.15,19.03,56.71,101.33,1.02,13.34,,0.0,Barishal
19811129,28.0,17.75,59.15,101.35,0.85,13.83,,0.01,Barishal
19811130,27.6,17.49,58.35,101.5,1.25,12.99,,0.0,Barishal
19811201,26.97,14.82,64.45,101.62,1.58,13.46,,0.0,Barishal
19811202,27.34,17.46,60.89,101.61,1.23,13.33,,0.0,Barishal
19811203,28.06,16.96,66.87,101.6,1.45,14.61,,0.0,Barishal
19811204,27.55,15.79,67.92,101.49,1.4,14.8,,0.0,Barishal
19811205,27.26,16.03,63.48,101.47,1.58,14.03,,0.0,Barishal
19811206,26.73,16.64,65.96,101.52,1.71,14.17,,0.0,Barishal
19811207,24.39,19.27,64.98,101.48,0.92,14.47,,0.01,Barishal
19811208,25.03,18.82,77.85,101.38,1.52,17.57,,0.05,Barishal
19811209,24.67,20.02,86.48,101.44,1.81,19.83,,1.25,Barishal
19811210,25.28,21.13,88.44,101.43,3.77,20.73,,13.46,Barishal
19811211,26.17,21.38,89.37,101.19,5.47,22.04,,61.55,Barishal
19811212,25.91,18.89,79.0,101.59,2.04,17.8,,0.26,Barishal
19811213,25.23,16.32,78.45,101.69,2.98,16.17,,0.06,Barishal
19811214,23.67,13.89,75.33,101.63,2.39,13.75,,0.0,Barishal
19811215,24.54,13.69,75.21,101.59,1.93,14.02,,0.0,Barishal
19811216,23.57,12.54,70.3,101.71,2.23,11.63,,0.0,Barishal
19811217,22.63,11.61,67.42,101.75,2.19,10.17,,0.0,Barishal
19811218,22.95,12.96,60.69,101.81,1.85,9.21,,0.0,Barishal
19811219,23.86,11.97,67.14,101.87,2.11,10.87,,0.0,Barishal
19811220,23.83,12.14,62.82,101.81,2.28,9.8,,0.0,Barishal
19811221,23.79,12.32,62.42,101.81,2.03,10.03,,0.0,Barishal
19811222,24.5,13.44,65.46,101.85,2.66,11.32,,0.0,Barishal
19811223,24.16,13.99,67.03,101.73,1.89,11.89,,0.0,Barishal
19811224,22.28,13.61,72.78,101.62,1.85,12.6,,0.0,Barishal
19811225,23.53,13.09,68.79,101.59,1.9,12.05,,0.0,Barishal
19811226,23.63,12.39,70.64,101.6,2.2,11.9,,0.0,Barishal
19811227,24.15,12.07,71.25,101.54,2.06,12.26,,0.0,Barishal
19811228,24.72,12.71,67.59,101.37,1.99,11.76,,0.0,Barishal
19811229,24.7,12.07,63.96,101.35,2.1,10.39,,0.0,Barishal
19811230,24.77,12.59,62.63,101.49,2.1,10.41,,0.0,Barishal
