Date,Tmax_C,Tmin_C,Humidity_pct,Pressure_kPa,WindSpeed_mps,DewPoint_C,SolarRadiation_Wm2,PRECTOTCORR,Division
19810129,26.14,10.51,51.38,101.23,1.27,7.38,,0.0,Rajshahi
19810130,28.22,13.51,49.42,101.06,1.19,9.46,,0.0,Rajshahi
19810131,30.16,16.21,55.88,101.11,1.28,12.25,,0.12,Rajshahi
19810201,23.26,14.17,79.06,101.28,2.44,14.6,,11.46,Rajshahi
19810202,27.39,14.04,65.14,101.39,1.64,11.85,,0.06,Rajshahi
19810203,25.93,11.65,52.24,101.48,2.03,7.22,,0.07,Rajshahi
19810204,26.28,9.79,50.14,101.37,1.51,6.43,,0.0,Rajshahi
19810205,27.98,12.32,44.74,101.41,1.02,7.18,,0.0,Rajshahi
19810206,30.24,14.24,45.34,101.43,1.19,8.07,,0.0,Rajshahi
19810207,31.67,13.65,50.29,101.13,1.8,9.64,,0.0,Rajshahi
19810208,30.43,14.39,51.98,101.05,1.58,10.13,,0.0,Rajshahi
19810209,23.97,12.75,58.94,101.24,1.84,9.31,,0.7,Rajshahi
19810210,19.27,12.39,84.65,101.14,1.89,12.85,,17.18,Rajshahi
19810211,25.52,10.76,63.14,100.95,1.41,9.73,,0.33,Rajshahi
19810212,25.83,12.02,47.01,100.99,0.94,5.98,,1.12,Rajshahi
19810213,26.75,11.24,50.4,100.96,1.06,7.43,,0.0,Rajshahi
19810214,28.5,11.83,47.92,100.97,1.3,7.85,,0.0,Rajshahi
19810215,30.89,13.47,39.45,100.83,1.47,6.78,,0.0,Rajshahi
19810216,31.93,14.64,42.73,100.93,1.69,8.31,,0.0,Rajshahi
19810217,31.66,14.03,52.0,100.96,2.16,9.94,,0.15,Rajshahi
19810218,30.07,11.86,42.67,100.94,2.13,5.83,,0.0,Rajshahi
19810219,29.87,11.24,42.13,101.03,1.68,5.38,,0.0,Rajshahi
19810220,30.12,12.7,38.9,101.02,1.17,5.95,,0.0,Rajshahi
19810221,31.1,13.39,39.04,100.96,1.46,6.1,,0.22,Rajshahi
19810222,31.49,11.6,42.78,100.96,1.98,5.67,,0.0,Rajshahi
19810223,31.94,12.62,38.9,101.08,1.33,5.64,,0.0,Rajshahi
19810224,32.42,15.32,32.78,101.06,1.37,5.13,,0.0,Rajshahi
19810225,33.93,16.65,34.53,100.96,1.29,7.56,,0.0,Rajshahi
19810226,35.08,15.41,41.85,100.83,1.92,9.15,,0.0,Rajshahi
19810227,34.69,15.92,38.04,100.85,2.43,7.18,,0.0,Rajshahi
19810228,35.87,17.29,38.56,100.82,2.26,8.8,,0.01,Rajshahi
19810301,36.0,18.19,42.81,100.86,1.53,10.21,,0.27,Rajshahi
19810302,34.18,16.82,40.67,100.92,2.6,9.08,,0.0,Rajshahi
19810303,33.01,14.45,34.71,101.18,2.23,4.89,,0.0,Rajshahi
19810304,32.74,15.4,28.75,101.37,1.07,3.73,,0.0,Rajshahi
19810305,32.61,14.92,33.72,101.31,0.96,5.02,,0.0,Rajshahi
19810306,34.04,16.41,33.66,101.28,1.23,7.15,,0.03,Rajshahi
19810307,35.62,17.81,38.77,101.16,1.64,9.24,,0.0,Rajshahi
19810308,36.89,18.0,38.07,100.85,2.06,9.76,,0.02,Rajshahi
19810309,36.48,20.17,33.97,100.94,1.61,8.06,,0.31,Rajshahi
19810310,33.9,19.17,34.2,101.06,1.84,8.05,,0.08,Rajshahi
19810311,34.91,20.27,46.19,100.93,1.9,14.31,,1.37,Rajshahi
19810312,33.7,20.83,45.95,101.03,0.85,14.39,,0.68,Rajshahi
19810313,32.62,21.28,53.24,101.15,1.18,15.15,,10.91,Rajshahi
19810314,33.37,18.11,54.98,101.26,1.16,14.01,,0.86,Rajshahi
19810315,32.17,20.16,51.99,101.3,1.29,14.39,,0.47,Rajshahi
19810316,30.45,19.52,50.05,101.09,2.65,12.45,,0.28,Rajshahi
19810317,33.16,17.28,50.19,100.67,2.51,12.25,,0.02,Rajshahi
19810318,34.83,16.82,41.1,100.58,1.93,9.72,,0.88,Rajshahi
19810319,36.22,19.07,30.33,100.65,1.09,7.39,,0.0,Rajshahi
19810320,37.01,19.67,33.58,100.59,1.13,9.43,,0.0,Rajshahi
19810321,33.11,22.76,45.32,100.64,1.59,14.28,,0.07,Rajshahi
19810322,36.98,21.26,38.45,100.31,2.92,11.01,,0.04,Rajshahi
19810323,37.44,18.94,31.05,100.2,1.71,7.74,,0.11,Rajshahi
19810324,37.31,22.26,29.1,100.43,0.86,8.14,,0.44,Rajshahi
19810325,34.21,21.48,56.48,100.62,2.07,16.9,,3.69,Rajshahi
19810326,30.67,20.37,59.52,100.65,0.99,16.16,,2.04,Rajshahi
19810327,31.39,19.48,57.89,100.5,1.76,15.49,,6.4,Rajshahi
19810328,33.1,18.26,63.03,100.65,1.86,17.23,,3.39,Rajshahi
19810329,35.19,19.87,60.52,100.77,1.36,17.86,,0.06,Rajshahi
19810330,34.88,21.75,59.32,100.7,1.3,18.31,,0.7,Rajshahi
19810331,35.66,22.12,64.94,100.35,2.4,20.21,,5.35,Rajshahi
19810401,34.7,22.22,64.84,100.24,2.24,19.62,,7.8,Rajshahi
19810402,36.27,19.51,46.19,100.56,1.27,12.82,,0.18,Rajshahi
19810403,37.74,19.32,50.41,100.43,2.14,14.72,,0.23,Rajshahi
19810404,39.04,22.26,53.83,100.15,1.54,18.18,,0.98,Rajshahi
19810405,40.15,22.34,44.93,100.01,2.71,12.11,,0.25,Rajshahi
19810406,38.21,16.77,25.8,100.29,2.39,2.2,,0.08,Rajshahi
19810407,38.11,16.09,24.09,100.38,1.59,2.16,,0.0,Rajshahi
19810408,38.37,17.45,27.09,100.41,1.45,4.39,,0.0,Rajshahi
19810409,38.88,18.25,30.78,100.29,1.67,6.77,,0.01,Rajshahi
19810410,40.08,19.21,35.65,100.16,1.79,9.24,,0.04,Rajshahi
19810411,40.7,20.12,46.88,100.18,1.92,15.2,,0.43,Rajshahi
19810412,37.42,24.15,55.41,100.34,3.59,19.11,,2.38,Rajshahi
19810413,36.24,22.56,52.88,100.55,2.76,17.28,,0.03,Rajshahi
19810414,38.44,24.13,49.74,100.4,1.68,18.46,,0.0,Rajshahi
19810415,36.06,25.74,56.12,100.5,2.39,20.09,,3.53,Rajshahi
19810416,35.55,24.78,61.42,100.34,1.28,20.92,,2.5,Rajshahi
19810417,35.28,24.3,67.13,100.19,3.19,22.02,,6.27,Rajshahi
19810418,38.06,24.47,65.98,100.28,2.87,22.28,,5.47,Rajshahi
19810419,33.07,21.18,78.93,100.53,3.11,23.11,,39.65,Rajshahi
19810420,33.7,18.78,65.87,100.66,2.29,17.99,,3.07,Rajshahi
19810421,33.33,19.15,61.66,100.59,1.39,17.33,,5.62,Rajshahi
19810422,35.96,21.17,57.93,100.49,1.95,18.6,,0.14,Rajshahi
19810423,35.17,23.64,64.03,100.59,2.18,21.07,,0.13,Rajshahi
19810424,37.11,24.05,61.12,100.69,2.8,21.0,,0.03,Rajshahi
19810425,37.83,23.67,56.98,100.72,1.37,19.29,,0.25,Rajshahi
19810426,38.39,23.07,51.96,100.62,1.42,18.43,,0.33,Rajshahi
19810427,38.15,23.81,53.45,100.61,2.46,19.41,,0.12,Rajshahi
19810428,38.92,24.1,53.8,100.53,2.37,19.7,,0.05,Rajshahi
19810429,38.34,24.67,55.95,100.38,2.01,20.34,,0.27,Rajshahi
19810430,38.63,24.81,56.17,100.52,1.58,19.92,,1.46,Rajshahi
19810501,40.12,23.64,44.63,100.53,2.21,15.96,,2.08,Rajshahi
19810502,40.71,24.57,52.01,100.49,3.73,19.26,,1.24,Rajshahi
19810503,33.96,24.3,63.65,100.68,1.7,20.96,,8.54,Rajshahi
19810504,35.86,24.39,59.89,100.64,2.0,20.41,,2.19,Rajshahi
19810505,36.59,23.79,55.49,100.57,1.98,19.31,,1.67,Rajshahi
19810506,33.95,24.08,61.93,100.58,2.38,19.76,,5.19,Rajshahi
19810507,29.74,22.34,73.43,100.54,1.88,21.0,,51.18,Rajshahi
19810508,31.73,22.66,73.84,100.46,2.0,21.53,,9.85,Rajshahi
19810509,30.81,23.79,79.08,100.3,1.41,23.04,,6.39,Rajshahi
19810510,35.11,24.26,71.75,100.12,1.15,23.29,,9.28,Rajshahi
19810511,35.9,25.47,67.97,100.1,2.08,22.9,,0.11,Rajshahi
19810512,35.19,24.91,69.18,100.0,2.16,22.69,,12.24,Rajshahi
19810513,36.58,24.39,66.34,99.88,2.5,22.62,,2.95,Rajshahi
19810514,37.59,24.9,64.56,100.03,2.34,22.66,,0.14,Rajshahi
19810515,37.56,25.84,66.79,99.82,2.96,23.68,,3.17,Rajshahi
19810516,36.77,25.73,72.79,99.82,2.82,24.85,,13.38,Rajshahi
19810517,36.37,26.33,72.62,99.88,3.79,24.63,,9.38,Rajshahi
19810518,33.54,25.49,75.75,100.03,2.47,24.14,,10.95,Rajshahi
19810519,35.57,24.88,69.72,99.92,1.31,23.76,,0.74,Rajshahi
19810520,35.89,26.23,68.96,99.9,1.99,24.17,,2.25,Rajshahi
19810521,35.27,25.8,70.88,100.03,2.48,24.13,,4.23,Rajshahi
19810522,34.16,25.33,74.23,100.11,2.09,24.21,,10.93,Rajshahi
19810523,35.86,25.19,69.78,100.02,1.5,23.62,,1.41,Rajshahi
19810524,35.74,25.25,70.39,99.97,2.23,23.78,,3.99,Rajshahi
19810525,34.94,25.61,71.23,100.12,2.6,23.61,,9.89,Rajshahi
19810526,34.35,25.11,74.96,100.26,2.74,24.25,,8.98,Rajshahi
19810527,34.53,25.24,77.01,100.16,3.38,24.87,,5.71,Rajshahi
19810528,34.09,25.87,82.26,99.95,3.63,25.95,,23.84,Rajshahi
19810529,33.27,25.97,83.09,100.05,3.73,25.71,,13.73,Rajshahi
19810530,32.8,25.7,84.5,100.03,3.61,25.95,,17.11,Rajshahi
19810531,34.2,26.1,82.97,100.01,2.75,26.29,,11.43,Rajshahi
19810601,32.87,26.07,83.15,99.98,1.53,25.88,,8.43,Rajshahi
19810602,33.28,25.81,80.47,99.86,1.68,25.35,,3.4,Rajshahi
19810603,35.9,25.51,71.82,99.67,1.51,24.44,,0.8,Rajshahi
19810604,38.25,25.36,71.97,99.49,2.39,25.11,,0.07,Rajshahi
19810605,36.76,26.76,73.84,99.59,3.1,25.36,,2.25,Rajshahi
19810606,37.73,25.67,75.42,99.64,2.9,25.6,,0.75,Rajshahi
19810607,36.44,26.08,70.7,99.75,3.01,23.99,,0.98,Rajshahi
19810608,34.98,25.54,69.39,99.86,1.91,23.18,,0.02,Rajshahi
19810609,35.92,24.69,66.5,99.9,2.14,22.68,,0.61,Rajshahi
19810610,36.47,24.86,68.75,99.83,2.26,23.47,,1.37,Rajshahi
19810611,37.25,25.75,66.36,99.76,2.0,23.7,,3.42,Rajshahi
19810612,38.62,26.21,64.04,99.56,2.61,24.09,,0.57,Rajshahi
19810613,39.67,26.66,64.72,99.31,3.4,24.43,,0.65,Rajshahi
19810614,37.18,26.85,69.82,99.33,2.79,24.78,,1.1,Rajshahi
19810615,37.34,26.84,67.45,99.53,2.3,24.36,,1.57,Rajshahi
19810616,36.53,27.21,68.54,99.62,2.44,23.83,,1.26,Rajshahi
19810617,36.43,25.92,68.07,99.64,3.5,23.67,,2.16,Rajshahi
19810618,35.97,25.67,70.08,99.76,2.67,23.85,,3.53,Rajshahi
19810619,34.68,25.99,72.15,99.62,2.1,24.54,,6.59,Rajshahi
19810620,34.53,27.22,76.72,99.36,3.35,25.33,,5.05,Rajshahi
19810621,34.16,26.19,76.52,99.41,4.43,24.87,,7.9,Rajshahi
19810622,33.03,26.45,81.65,99.55,4.56,25.69,,8.21,Rajshahi
19810623,34.66,26.66,77.5,99.76,3.77,25.52,,2.92,Rajshahi
19810624,35.0,26.25,75.37,99.83,3.55,25.11,,5.0,Rajshahi
19810625,34.95,26.69,73.64,100.0,3.5,24.65,,6.51,Rajshahi
19810626,34.42,25.79,76.01,99.88,3.6,25.01,,3.97,Rajshahi
19810627,33.15,26.11,76.04,99.97,4.19,24.63,,1.15,Rajshahi
19810628,32.37,26.13,80.86,100.12,2.81,25.24,,0.85,Rajshahi
19810629,32.76,26.29,79.27,99.97,2.91,25.09,,1.49,Rajshahi
19810630,35.29,26.45,75.58,99.61,2.56,25.27,,1.54,Rajshahi
19810701,34.19,26.74,78.33,99.42,3.35,25.48,,9.81,Rajshahi
19810702,32.44,25.87,83.07,99.53,3.91,25.18,,15.41,Rajshahi
19810703,32.61,26.07,81.42,99.62,4.06,24.92,,15.25,Rajshahi
19810704,30.48,26.28,80.78,99.68,1.73,24.44,,14.19,Rajshahi
19810705,33.07,26.08,80.61,99.56,1.56,25.66,,14.37,Rajshahi
19810706,33.78,25.69,82.16,99.53,4.06,25.75,,12.63,Rajshahi
19810707,32.74,24.75,82.41,99.68,2.83,25.05,,6.95,Rajshahi
19810708,31.99,26.13,85.85,99.72,2.93,26.08,,19.26,Rajshahi
19810709,32.84,25.76,84.51,99.72,2.81,25.89,,20.76,Rajshahi
19810710,33.15,26.03,82.84,99.64,2.11,25.98,,7.39,Rajshahi
19810711,33.97,26.22,82.8,99.58,2.35,26.27,,3.36,Rajshahi
19810712,33.18,26.43,83.19,99.58,3.36,26.15,,5.55,Rajshahi
19810713,33.58,26.62,84.67,99.69,3.66,26.65,,10.05,Rajshahi
19810714,32.85,26.5,85.65,99.74,3.25,26.45,,8.03,Rajshahi
19810715,32.71,26.41,85.8,99.78,2.68,26.38,,8.25,Rajshahi
19810716,30.37,26.45,91.12,99.81,2.71,26.6,,18.26,Rajshahi
19810717,29.2,25.76,92.18,99.88,3.33,25.91,,21.47,Rajshahi
19810718,30.25,25.43,88.87,99.83,2.96,25.53,,19.7,Rajshahi
19810719,31.12,24.96,88.47,99.79,2.79,25.63,,20.97,Rajshahi
19810720,32.73,25.09,83.57,99.81,1.89,25.65,,2.28,Rajshahi
19810721,32.76,26.25,84.4,99.84,1.56,26.53,,2.33,Rajshahi
19810722,32.69,26.8,86.44,99.8,1.88,26.8,,5.01,Rajshahi
19810723,33.21,25.58,84.61,99.82,3.7,25.87,,3.31,Rajshahi
19810724,32.12,25.69,86.85,100.02,2.18,25.96,,1.66,Rajshahi
19810725,33.16,25.6,83.07,100.03,2.38,25.8,,1.24,Rajshahi
19810726,31.17,26.38,89.23,100.09,2.98,26.51,,10.43,Rajshahi
19810727,30.64,26.35,90.8,100.09,3.08,26.51,,10.62,Rajshahi
19810728,33.17,25.75,84.22,100.11,2.78,25.91,,1.64,Rajshahi
19810729,32.41,25.81,86.44,100.05,2.96,26.3,,19.96,Rajshahi
19810730,30.25,26.22,92.45,99.82,2.72,26.93,,37.02,Rajshahi
19810731,30.93,26.01,86.8,99.71,1.51,25.59,,7.29,Rajshahi
19810801,32.0,25.29,86.31,99.67,2.12,25.71,,8.26,Rajshahi
19810802,31.78,25.54,85.22,99.92,2.16,25.53,,6.04,Rajshahi
19810803,32.54,25.53,86.6,100.0,3.08,26.01,,7.25,Rajshahi
19810804,31.2,25.94,87.87,99.79,3.2,26.0,,5.06,Rajshahi
19810805,32.36,25.92,86.78,99.57,3.03,26.27,,3.13,Rajshahi
19810806,33.6,26.32,85.79,99.55,2.22,26.74,,1.52,Rajshahi
19810807,33.21,26.27,84.88,99.63,3.07,25.91,,2.87,Rajshahi
19810808,31.86,26.13,87.11,99.79,4.48,25.93,,2.7,Rajshahi
19810809,32.43,25.99,86.13,99.91,3.32,25.9,,2.83,Rajshahi
19810810,33.22,25.78,83.38,99.84,2.16,25.87,,1.02,Rajshahi
19810811,33.19,26.63,84.39,99.74,2.17,26.52,,1.8,Rajshahi
19810812,31.68,26.81,87.51,99.51,1.76,26.56,,4.08,Rajshahi
19810813,29.94,26.18,90.97,99.43,1.14,26.37,,8.06,Rajshahi
19810814,32.94,26.39,86.78,99.54,4.0,26.43,,4.4,Rajshahi
19810815,31.73,25.82,86.81,99.82,3.94,25.91,,2.2,Rajshahi
19810816,32.54,25.37,85.87,99.96,3.06,25.72,,4.88,Rajshahi
19810817,33.12,25.57,85.26,99.84,2.74,26.14,,1.69,Rajshahi
19810818,33.1,26.22,85.81,99.68,2.3,26.63,,2.94,Rajshahi
19810819,32.85,26.69,84.08,99.57,1.31,26.79,,5.46,Rajshahi
19810820,32.04,27.18,86.44,99.64,1.12,26.59,,6.58,Rajshahi
19810821,32.4,26.51,86.5,99.58,1.22,26.38,,26.73,Rajshahi
19810822,32.67,25.8,86.63,99.5,2.29,26.3,,13.45,Rajshahi
19810823,31.28,26.02,87.77,99.74,2.21,26.02,,22.72,Rajshahi
19810824,31.48,25.79,88.81,99.86,3.57,25.9,,7.92,Rajshahi
19810825,31.48,25.48,88.53,99.84,3.14,26.15,,9.84,Rajshahi
19810826,32.34,25.69,85.35,99.99,2.3,25.74,,8.72,Rajshahi
19810827,31.7,25.14,86.63,99.93,2.25,25.59,,2.38,Rajshahi
19810828,29.73,25.93,89.86,99.76,1.4,25.86,,3.22,Rajshahi
19810829,30.81,25.48,89.34,99.8,1.78,25.74,,5.81,Rajshahi
19810830,32.55,25.16,84.73,99.9,1.64,25.54,,3.18,Rajshahi
19810831,33.08,25.46,84.76,99.9,1.44,26.14,,2.62,Rajshahi
19810901,32.6,26.32,86.74,99.95,1.2,26.62,,3.19,Rajshahi
19810902,30.56,26.89,91.45,100.05,2.01,26.83,,6.17,Rajshahi
19810903,31.42,25.92,88.22,100.08,1.45,26.11,,6.37,Rajshahi
19810904,30.96,25.99,88.93,100.02,1.37,26.12,,7.9,Rajshahi
19810905,32.42,25.55,86.48,100.07,1.93,26.04,,1.41,Rajshahi
19810906,31.52,26.06,87.21,100.16,1.64,26.21,,7.56,Rajshahi
19810907,30.91,25.7,89.56,100.16,2.27,25.8,,6.44,Rajshahi
19810908,29.66,25.12,91.03,100.31,2.39,25.35,,1.95,Rajshahi
19810909,29.36,25.37,93.23,100.41,1.63,26.03,,13.2,Rajshahi
19810910,30.6,25.28,89.4,100.52,2.16,25.55,,21.97,Rajshahi
19810911,30.92,25.09,89.31,100.4,2.57,25.71,,9.55,Rajshahi
19810912,29.68,25.35,91.69,100.35,3.7,25.78,,5.78,Rajshahi
19810913,29.15,25.09,92.64,100.57,2.07,25.6,,17.27,Rajshahi
19810914,29.82,24.55,84.43,100.74,0.9,23.95,,15.88,Rajshahi
19810915,31.53,23.55,84.05,100.73,1.09,24.45,,2.16,Rajshahi
19810916,30.5,24.59,84.25,100.76,1.15,24.43,,2.0,Rajshahi
19810917,32.14,24.59,75.48,100.7,0.68,23.78,,0.03,Rajshahi
19810918,31.95,25.6,77.44,100.59,0.63,24.12,,0.03,Rajshahi
19810919,31.05,25.23,81.25,100.47,0.58,24.43,,0.45,Rajshahi
19810920,29.35,24.52,85.74,100.56,1.0,24.27,,2.44,Rajshahi
19810921,31.63,23.7,84.14,100.49,1.5,24.3,,0.63,Rajshahi
19810922,32.33,23.94,79.94,100.33,0.88,24.2,,0.52,Rajshahi
19810923,31.88,25.16,81.46,100.14,0.75,25.07,,0.46,Rajshahi
19810924,34.25,25.4,84.99,100.01,2.37,26.25,,0.14,Rajshahi
19810925,32.85,25.67,87.71,100.23,2.58,26.13,,2.36,Rajshahi
19810926,30.06,25.05,87.39,100.53,3.75,24.56,,6.91,Rajshahi
19810927,29.01,24.9,93.3,100.5,2.74,25.63,,13.71,Rajshahi
19810928,29.81,25.33,92.19,100.32,2.21,25.86,,21.9,Rajshahi
19810929,31.35,24.82,90.02,100.26,2.61,25.79,,13.45,Rajshahi
19810930,30.33,25.24,90.75,100.26,1.7,25.76,,21.56,Rajshahi
19811001,30.76,24.68,85.88,100.25,2.03,24.52,,4.02,Rajshahi
19811002,31.55,23.32,83.32,100.31,1.58,23.85,,0.41,Rajshahi
19811003,31.33,22.65,79.75,100.38,1.4,22.7,,0.02,Rajshahi
19811004,31.8,21.24,75.33,100.35,1.03,21.58,,0.01,Rajshahi
19811005,31.29,21.42,79.01,100.36,1.05,22.06,,0.0,Rajshahi
19811006,30.44,20.12,77.77,100.37,1.7,20.16,,0.0,Rajshahi
19811007,30.64,17.6,74.47,100.43,1.36,18.54,,0.0,Rajshahi
19811008,30.69,17.65,69.76,100.61,0.87,18.31,,0.0,Rajshahi
19811009,31.11,19.2,71.92,100.72,0.81,19.72,,0.0,Rajshahi
19811010,31.45,21.52,69.68,100.54,0.69,20.2,,0.0,Rajshahi
19811011,31.7,22.56,63.76,100.6,0.39,19.48,,0.0,Rajshahi
19811012,32.07,22.94,64.5,100.83,0.67,19.98,,0.04,Rajshahi
19811013,31.99,21.48,76.47,100.93,1.28,21.89,,0.02,Rajshahi
19811014,31.12,22.88,79.74,100.8,1.67,22.42,,0.12,Rajshahi
19811015,31.17,21.9,78.28,100.75,1.16,22.09,,0.07,Rajshahi
19811016,30.68,21.77,80.27,100.67,1.53,21.9,,0.0,Rajshahi
19811017,29.97,19.52,79.93,100.61,1.68,20.04,,0.0,Rajshahi
19811018,30.46,18.79,72.75,100.58,0.96,19.16,,0.03,Rajshahi
19811019,29.98,20.91,66.2,100.69,0.42,18.77,,0.0,Rajshahi
19811020,30.2,20.47,71.08,100.77,0.71,19.22,,0.0,Rajshahi
19811021,29.88,19.42,74.55,100.71,0.87,19.36,,0.0,Rajshahi
19811022,30.52,19.62,72.11,100.82,0.9,19.53,,0.0,Rajshahi
19811023,31.07,21.23,71.64,100.97,0.82,20.27,,0.0,Rajshahi
19811024,30.9,20.07,75.09,101.14,1.05,20.26,,0.0,Rajshahi
19811025,30.85,20.19,67.34,101.22,0.74,18.67,,0.0,Rajshahi
19811026,29.82,20.58,73.55,101.14,1.4,18.93,,0.02,Rajshahi
19811027,30.08,18.85,77.29,101.03,1.34,19.47,,0.01,Rajshahi
19811028,29.92,17.99,74.72,101.13,1.2,18.56,,0.0,Rajshahi
19811029,29.34,19.97,69.72,101.02,0.95,17.84,,0.01,Rajshahi
19811030,29.21,17.99,65.06,100.83,1.08,16.27,,0.02,Rajshahi
19811031,29.81,17.96,66.92,100.8,1.1,16.5,,0.02,Rajshahi
19811101,29.53,17.15,70.26,100.87,1.4,16.59,,0.0,Rajshahi
19811102,29.23,16.26,69.47,100.76,1.45,16.37,,0.0,Rajshahi
19811103,30.86,19.54,70.09,100.67,0.96,19.4,,0.21,Rajshahi
19811104,30.86,21.6,79.83,100.58,1.07,21.96,,2.24,Rajshahi
19811105,29.68,18.3,78.73,100.69,1.82,19.74,,1.64,Rajshahi
19811106,28.06,15.11,69.36,100.98,1.31,14.91,,0.01,Rajshahi
19811107,28.51,14.85,69.32,101.01,1.38,15.36,,0.0,Rajshahi
19811108,29.46,16.09,73.0,100.88,1.57,16.83,,0.0,Rajshahi
19811109,29.86,16.46,73.22,100.84,1.47,17.21,,0.0,Rajshahi
19811110,29.21,18.36,71.37,100.91,0.83,17.04,,0.0,Rajshahi
19811111,29.38,17.69,70.95,101.01,1.13,16.84,,0.0,Rajshahi
19811112,29.89,17.17,71.19,101.05,1.23,17.16,,0.0,Rajshahi
19811113,28.91,17.55,73.91,101.17,1.77,17.43,,0.0,Rajshahi
19811114,29.91,17.02,69.78,101.2,2.05,15.82,,0.0,Rajshahi
19811115,28.16,14.81,69.65,101.2,2.15,14.31,,0.0,Rajshahi
19811116,29.37,15.0,68.82,101.12,1.76,14.87,,0.0,Rajshahi
19811117,30.01,15.08,69.79,101.01,1.41,15.54,,0.0,Rajshahi
19811118,29.81,15.8,70.08,100.96,1.52,15.48,,0.0,Rajshahi
19811119,28.9,14.53,69.18,100.9,1.74,14.33,,0.0,Rajshahi
19811120,29.52,14.58,71.79,100.83,2.14,15.12,,0.04,Rajshahi
19811121,29.88,14.99,66.38,100.88,2.42,14.05,,0.14,Rajshahi
19811122,28.94,13.13,60.57,100.9,1.85,11.19,,0.0,Rajshahi
19811123,28.75,11.88,59.45,100.92,1.57,10.16,,0.0,Rajshahi
19811124,28.55,11.4,56.4,100.95,1.58,9.07,,0.0,Rajshahi
19811125,28.11,11.53,58.2,100.87,1.55,9.76,,0.0,Rajshahi
19811126,28.5,11.69,56.98,101.02,1.25,9.98,,0.0,Rajshahi
19811127,29.25,14.16,64.34,101.2,1.08,13.19,,0.0,Rajshahi
19811128,28.63,15.18,61.97,101.18,0.95,13.1,,0.0,Rajshahi
19811129,29.21,14.4,62.03,101.22,1.19,12.61,,0.0,Rajshahi
19811130,28.25,14.2,67.38,101.38,1.21,13.21,,0.0,Rajshahi
19811201,27.72,13.43,67.19,101.47,1.76,12.88,,0.01,Rajshahi
19811202,28.29,13.2,61.42,101.46,1.05,12.12,,0.0,Rajshahi
19811203,29.08,14.51,60.08,101.42,0.95,12.12,,0.0,Rajshahi
19811204,28.92,13.89,60.88,101.32,1.29,12.36,,0.0,Rajshahi
19811205,27.99,13.18,63.62,101.37,1.88,11.91,,0.0,Rajshahi
19811206,28.62,12.95,61.47,101.39,1.36,12.27,,0.0,Rajshahi
19811207,29.04,14.48,65.56,101.23,1.27,13.83,,0.0,Rajshahi
19811208,28.75,15.11,64.18,101.17,0.98,13.5,,0.04,Rajshahi
19811209,30.01,14.47,66.95,101.31,1.8,14.34,,0.07,Rajshahi
19811210,22.63,18.1,86.53,101.36,3.09,17.41,,29.67,Rajshahi
19811211,24.14,16.34,87.69,101.15,3.59,17.92,,24.49,Rajshahi
19811212,26.0,13.78,78.22,101.48,1.43,15.13,,0.0,Rajshahi
