Date,Tmax_C,Tmin_C,Humidity_pct,Pressure_kPa,WindSpeed_mps,DewPoint_C,SolarRadiation_Wm2,PRECTOTCORR,Division
19810211,24.09,12.6,70.03,100.98,1.61,12.68,,1.21,Mymensingh
19810212,24.75,12.38,56.65,101.1,0.86,9.45,,0.0,Mymensingh
19810213,25.89,11.29,53.64,101.07,1.05,8.49,,0.0,Mymensingh
19810214,27.68,11.71,52.53,101.09,1.25,9.12,,0.0,Mymensingh
19810215,29.94,12.23,47.83,100.97,1.46,8.47,,0.0,Mymensingh
19810216,31.28,12.48,56.41,101.06,1.87,10.89,,0.0,Mymensingh
19810217,31.3,14.35,50.61,101.07,1.95,10.37,,0.05,Mymensingh
19810218,29.9,13.69,41.59,101.06,1.71,6.85,,0.0,Mymensingh
19810219,29.6,12.0,39.57,101.13,1.23,5.62,,0.0,Mymensingh
19810220,29.32,12.07,42.14,101.13,0.87,6.98,,0.0,Mymensingh
19810221,30.1,12.42,44.86,101.09,1.14,8.05,,0.02,Mymensingh
19810222,30.91,13.23,39.65,101.08,1.23,6.64,,0.0,Mymensingh
19810223,31.08,14.17,34.19,101.19,0.8,5.46,,0.0,Mymensingh
19810224,31.8,12.86,38.13,101.18,1.28,6.49,,0.0,Mymensingh
19810225,32.81,13.0,43.8,101.11,1.46,8.67,,0.0,Mymensingh
19810226,34.48,14.64,50.14,100.98,1.84,11.05,,0.0,Mymensingh
19810227,34.28,17.01,47.32,100.96,1.72,10.43,,0.0,Mymensingh
19810228,34.43,16.69,45.87,100.97,2.23,10.37,,0.0,Mymensingh
19810301,35.19,16.71,58.23,100.99,2.12,15.08,,0.06,Mymensingh
19810302,34.02,17.28,50.54,101.05,1.87,12.0,,0.0,Mymensingh
19810303,33.15,16.26,42.43,101.28,1.82,7.78,,0.08,Mymensingh
19810304,32.49,14.69,30.81,101.45,1.23,4.09,,0.03,Mymensingh
19810305,31.86,13.77,36.13,101.41,1.0,5.89,,0.0,Mymensingh
19810306,32.93,15.0,34.7,101.42,0.8,6.79,,0.28,Mymensingh
19810307,34.29,17.12,44.52,101.31,1.54,11.93,,0.0,Mymensingh
19810308,36.05,16.98,45.74,100.98,2.15,12.17,,0.63,Mymensingh
19810309,35.49,19.01,46.48,101.05,1.64,12.33,,0.04,Mymensingh
19810310,31.87,19.05,39.91,101.21,1.64,9.47,,0.1,Mymensingh
19810311,34.37,18.42,48.67,101.11,1.36,13.2,,0.93,Mymensingh
19810312,32.17,19.08,57.06,101.18,1.29,16.06,,5.13,Mymensingh
19810313,29.48,21.0,61.27,101.31,0.96,16.68,,2.57,Mymensingh
19810314,31.28,18.07,58.75,101.4,0.92,15.14,,4.71,Mymensingh
19810315,31.34,18.25,57.1,101.45,1.17,14.59,,5.21,Mymensingh
19810316,32.12,18.18,52.84,101.14,2.04,13.47,,0.23,Mymensingh
19810317,32.3,17.11,54.03,100.78,2.09,13.45,,0.54,Mymensingh
19810318,34.41,17.52,44.57,100.68,1.71,11.19,,0.4,Mymensingh
19810319,35.25,17.16,39.5,100.76,0.98,10.12,,0.07,Mymensingh
19810320,36.47,17.82,42.09,100.72,1.4,12.06,,0.0,Mymensingh
19810321,33.8,21.82,49.96,100.72,1.2,14.99,,0.01,Mymensingh
19810322,36.22,21.28,45.88,100.4,2.48,13.69,,0.0,Mymensingh
19810323,36.79,19.02,44.95,100.33,2.13,12.99,,0.15,Mymensingh
19810324,36.2,21.1,53.06,100.58,1.82,15.48,,1.88,Mymensingh
19810325,31.96,19.29,58.77,100.85,1.57,15.7,,2.27,Mymensingh
19810326,27.0,19.37,62.76,100.83,1.05,15.67,,8.99,Mymensingh
19810327,28.52,18.0,63.46,100.69,1.81,15.75,,12.36,Mymensingh
19810328,32.48,17.42,60.46,100.82,2.17,15.91,,0.52,Mymensingh
19810329,34.02,18.98,58.31,100.94,1.43,16.97,,0.82,Mymensingh
19810330,33.3,21.15,57.39,100.85,1.28,17.68,,0.22,Mymensingh
19810331,33.09,22.21,67.6,100.57,2.32,20.02,,8.6,Mymensingh
19810401,32.04,20.33,73.75,100.44,3.05,20.62,,17.48,Mymensingh
19810402,35.24,21.55,60.5,100.7,2.03,17.68,,2.94,Mymensingh
19810403,36.43,22.02,61.61,100.59,2.81,19.31,,0.17,Mymensingh
19810404,36.02,23.12,65.49,100.35,2.74,21.75,,2.54,Mymensingh
19810405,37.67,23.44,62.0,100.17,2.76,20.02,,5.78,Mymensingh
19810406,38.1,20.91,48.37,100.4,2.41,12.81,,0.32,Mymensingh
19810407,36.98,15.78,36.51,100.52,1.3,7.42,,0.02,Mymensingh
19810408,37.09,18.1,45.34,100.56,1.52,11.87,,0.01,Mymensingh
19810409,37.47,18.14,50.55,100.43,1.99,13.75,,0.73,Mymensingh
19810410,37.98,19.4,51.32,100.32,1.95,15.07,,2.13,Mymensingh
19810411,37.11,21.15,63.1,100.44,1.99,19.67,,11.23,Mymensingh
19810412,31.69,22.19,71.43,100.63,2.76,20.48,,26.89,Mymensingh
19810413,34.04,20.01,63.46,100.7,2.19,18.71,,0.06,Mymensingh
19810414,35.1,23.73,67.36,100.61,2.62,21.48,,0.0,Mymensingh
19810415,34.49,22.89,66.83,100.7,2.25,20.96,,0.89,Mymensingh
19810416,33.91,23.56,72.64,100.51,2.19,22.21,,3.52,Mymensingh
19810417,30.06,23.23,86.12,100.45,2.91,23.55,,102.5,Mymensingh
19810418,31.2,22.9,85.76,100.55,2.96,23.82,,18.87,Mymensingh
19810419,30.44,22.63,88.75,100.74,3.74,24.0,,23.67,Mymensingh
19810420,27.74,20.47,84.64,100.79,1.56,21.5,,34.55,Mymensingh
19810421,30.36,18.37,73.89,100.72,1.1,19.45,,0.44,Mymensingh
19810422,31.5,19.73,70.76,100.69,1.04,20.08,,0.22,Mymensingh
19810423,31.44,21.53,80.73,100.79,1.44,22.78,,2.08,Mymensingh
19810424,31.26,22.94,82.68,100.91,1.73,23.38,,0.14,Mymensingh
19810425,31.92,22.35,80.34,100.92,1.32,22.41,,0.01,Mymensingh
19810426,33.44,21.54,73.21,100.82,1.24,21.82,,0.0,Mymensingh
19810427,33.88,21.81,70.94,100.84,1.54,21.44,,0.23,Mymensingh
19810428,31.97,21.48,73.01,100.82,1.73,20.77,,0.44,Mymensingh
19810429,32.9,21.64,73.65,100.62,1.86,21.87,,0.11,Mymensingh
19810430,33.31,22.98,72.69,100.72,1.54,22.45,,0.69,Mymensingh
19810501,36.67,24.2,67.53,100.73,2.42,21.94,,0.13,Mymensingh
19810502,35.71,23.28,68.66,100.75,2.52,21.77,,0.53,Mymensingh
19810503,32.78,22.22,67.38,100.78,1.2,20.73,,3.04,Mymensingh
19810504,35.09,23.89,60.51,100.72,0.92,20.54,,0.08,Mymensingh
19810505,32.4,24.15,68.47,100.72,1.11,21.27,,0.15,Mymensingh
19810506,33.4,22.16,63.74,100.68,1.26,19.56,,1.21,Mymensingh
19810507,34.06,21.55,65.27,100.63,1.55,19.88,,1.29,Mymensingh
19810508,33.73,22.7,66.59,100.57,2.01,20.34,,1.56,Mymensingh
19810509,28.46,22.85,80.93,100.47,1.88,22.21,,5.36,Mymensingh
19810510,31.92,24.16,77.64,100.28,1.42,23.32,,15.59,Mymensingh
19810511,32.5,23.94,76.82,100.28,1.55,23.26,,0.64,Mymensingh
19810512,33.8,24.05,72.52,100.14,1.66,23.31,,24.99,Mymensingh
19810513,33.98,23.85,74.46,100.07,1.79,23.53,,19.74,Mymensingh
19810514,34.49,24.15,75.01,100.21,1.83,23.82,,16.45,Mymensingh
19810515,34.3,25.08,75.56,100.06,2.56,24.1,,4.02,Mymensingh
19810516,33.63,24.78,81.71,100.07,3.07,25.11,,24.86,Mymensingh
19810517,32.96,25.6,83.09,100.13,3.23,25.3,,15.14,Mymensingh
19810518,32.14,24.49,77.42,100.24,1.8,23.62,,3.9,Mymensingh
19810519,34.76,23.95,69.58,100.04,0.97,23.09,,0.0,Mymensingh
19810520,34.4,25.27,76.25,100.06,2.17,24.68,,3.04,Mymensingh
19810521,33.7,24.77,77.7,100.24,2.8,24.1,,11.29,Mymensingh
19810522,33.69,24.34,77.8,100.33,2.35,23.78,,3.58,Mymensingh
19810523,33.5,24.39,78.42,100.17,1.9,24.46,,7.27,Mymensingh
19810524,32.84,25.33,80.84,100.15,2.15,24.94,,1.89,Mymensingh
19810525,31.46,24.79,81.11,100.35,2.2,24.3,,4.42,Mymensingh
19810526,34.44,25.03,74.93,100.43,2.27,23.84,,7.44,Mymensingh
19810527,34.08,24.38,76.8,100.36,2.66,24.06,,7.95,Mymensingh
19810528,33.24,25.2,83.63,100.17,3.72,25.46,,15.7,Mymensingh
19810529,31.88,25.45,83.84,100.28,3.47,25.26,,16.59,Mymensingh
19810530,32.49,25.5,84.22,100.25,3.09,25.49,,16.69,Mymensingh
19810531,32.79,25.7,82.94,100.24,2.1,25.5,,6.01,Mymensingh
19810601,31.1,25.86,86.39,100.14,2.25,25.51,,8.86,Mymensingh
19810602,32.39,25.05,82.51,100.01,1.92,25.15,,4.73,Mymensingh
19810603,33.22,25.46,81.21,99.82,2.0,25.22,,4.54,Mymensingh
19810604,36.77,25.26,79.28,99.7,2.76,25.94,,0.61,Mymensingh
19810605,34.76,26.91,79.97,99.82,3.3,25.98,,5.32,Mymensingh
19810606,34.39,26.11,81.52,99.89,3.68,26.05,,4.54,Mymensingh
19810607,33.4,25.32,76.22,99.99,2.45,23.91,,0.72,Mymensingh
19810608,33.65,23.63,70.49,100.0,1.49,22.26,,0.18,Mymensingh
19810609,34.79,23.72,71.01,100.06,1.68,22.56,,0.01,Mymensingh
19810610,34.46,24.03,73.06,99.98,1.51,23.48,,11.73,Mymensingh
19810611,36.72,24.58,68.63,99.87,1.17,23.52,,0.62,Mymensingh
19810612,36.68,25.54,70.67,99.71,1.87,24.64,,4.85,Mymensingh
19810613,34.83,26.33,75.79,99.5,1.96,25.6,,2.43,Mymensingh
19810614,34.43,26.45,77.46,99.5,1.6,25.65,,5.42,Mymensingh
19810615,33.67,26.65,78.1,99.68,1.52,25.4,,3.49,Mymensingh
19810616,33.95,25.74,77.47,99.78,2.67,24.66,,4.67,Mymensingh
19810617,32.05,24.45,77.16,99.85,2.6,23.87,,1.12,Mymensingh
19810618,35.95,24.8,70.59,99.89,2.32,23.61,,1.14,Mymensingh
19810619,34.68,25.96,77.0,99.74,1.61,24.99,,17.85,Mymensingh
19810620,34.06,26.72,83.42,99.55,2.87,25.89,,11.34,Mymensingh
19810621,34.27,26.36,80.94,99.64,3.4,25.56,,7.7,Mymensingh
19810622,32.74,25.7,82.43,99.83,3.71,25.56,,7.51,Mymensingh
19810623,33.35,26.33,80.71,99.99,3.25,25.53,,0.53,Mymensingh
19810624,34.19,25.59,80.19,100.06,3.52,25.45,,6.81,Mymensingh
19810625,33.92,26.27,78.28,100.19,3.12,24.96,,2.17,Mymensingh
19810626,33.21,25.73,79.88,100.08,3.52,25.13,,1.03,Mymensingh
19810627,33.65,25.7,79.23,100.18,3.83,24.95,,3.07,Mymensingh
19810628,31.34,25.97,85.6,100.31,3.04,25.6,,2.34,Mymensingh
19810629,32.52,26.09,84.5,100.15,3.32,25.59,,9.1,Mymensingh
19810630,34.53,25.98,80.56,99.78,3.33,25.84,,9.11,Mymensingh
19810701,32.74,26.53,85.64,99.59,2.82,26.4,,30.89,Mymensingh
19810702,31.26,25.95,86.03,99.72,3.92,25.79,,44.8,Mymensingh
19810703,31.84,26.2,85.63,99.84,3.05,25.96,,34.84,Mymensingh
19810704,33.07,26.24,83.2,99.8,1.86,26.0,,7.78,Mymensingh
19810705,32.37,26.29,84.87,99.69,2.25,26.16,,2.24,Mymensingh
19810706,33.15,25.82,83.56,99.74,3.13,25.52,,0.97,Mymensingh
19810707,32.75,25.36,84.91,99.85,2.67,25.55,,1.69,Mymensingh
19810708,33.97,25.71,83.36,99.91,3.39,25.82,,5.77,Mymensingh
19810709,32.88,25.73,83.79,99.92,3.04,25.58,,8.95,Mymensingh
19810710,32.91,25.66,83.53,99.82,2.83,25.59,,9.53,Mymensingh
19810711,34.25,25.25,84.45,99.75,2.99,26.09,,2.77,Mymensingh
19810712,31.98,26.15,86.19,99.82,4.13,25.72,,6.06,Mymensingh
19810713,33.12,25.58,85.08,99.96,3.91,25.94,,8.53,Mymensingh
19810714,33.0,25.99,87.24,99.93,3.4,26.38,,25.72,Mymensingh
19810715,32.5,26.3,85.87,99.99,3.07,26.19,,17.13,Mymensingh
19810716,30.0,26.27,90.53,100.02,2.48,26.11,,8.76,Mymensingh
19810717,29.26,25.34,90.76,100.12,2.56,25.5,,16.54,Mymensingh
19810718,29.51,25.46,88.95,100.07,3.07,25.06,,19.69,Mymensingh
19810719,31.8,24.92,85.57,99.96,1.99,25.3,,15.5,Mymensingh
19810720,32.34,25.14,84.51,99.95,1.4,25.59,,3.07,Mymensingh
19810721,32.65,25.34,85.37,99.98,1.7,26.01,,12.56,Mymensingh
19810722,31.68,25.59,88.33,99.95,2.2,26.21,,21.48,Mymensingh
19810723,32.64,25.23,86.46,100.04,2.87,25.76,,6.54,Mymensingh
19810724,29.87,25.7,89.71,100.18,2.06,25.53,,3.18,Mymensingh
19810725,32.39,25.01,86.87,100.18,2.56,26.02,,2.18,Mymensingh
19810726,31.84,26.24,87.99,100.26,3.17,26.34,,14.0,Mymensingh
19810727,30.68,26.04,90.5,100.27,3.22,26.35,,27.12,Mymensingh
19810728,32.5,25.54,85.98,100.26,3.0,25.97,,1.03,Mymensingh
19810729,31.7,25.95,87.65,100.21,3.31,26.33,,2.97,Mymensingh
19810730,29.69,25.83,92.82,100.01,3.33,26.42,,16.17,Mymensingh
19810731,30.97,25.88,89.26,99.83,2.13,26.12,,14.29,Mymensingh
19810801,29.9,25.79,89.48,99.84,2.0,25.7,,7.04,Mymensingh
19810802,30.0,25.16,87.76,100.06,1.33,25.09,,6.81,Mymensingh
19810803,29.35,25.28,89.51,100.18,2.03,25.34,,7.86,Mymensingh
19810804,31.06,25.09,88.47,99.97,2.22,25.81,,2.4,Mymensingh
19810805,30.93,25.49,87.71,99.75,1.94,25.85,,1.51,Mymensingh
19810806,32.7,25.5,86.79,99.68,1.68,26.55,,9.39,Mymensingh
19810807,32.28,25.65,85.37,99.79,2.44,25.77,,3.94,Mymensingh
19810808,32.46,25.97,86.93,100.02,2.75,26.06,,3.9,Mymensingh
19810809,31.05,25.65,89.67,100.13,2.8,25.79,,17.4,Mymensingh
19810810,32.47,25.53,86.55,100.0,2.62,26.04,,8.02,Mymensingh
19810811,31.93,26.6,88.72,99.83,1.95,26.94,,12.36,Mymensingh
19810812,32.6,26.4,86.25,99.5,1.39,26.73,,8.42,Mymensingh
19810813,32.68,26.84,88.34,99.48,2.53,26.91,,8.31,Mymensingh
19810814,32.13,26.09,87.67,99.79,3.64,26.24,,5.38,Mymensingh
19810815,32.59,25.51,88.53,100.05,2.89,26.04,,0.17,Mymensingh
19810816,31.28,25.54,86.92,100.17,2.91,25.72,,5.14,Mymensingh
19810817,32.53,25.36,86.73,100.04,2.87,25.91,,3.3,Mymensingh
19810818,31.84,25.88,88.16,99.89,2.91,26.21,,6.78,Mymensingh
19810819,33.13,26.34,87.19,99.73,2.66,26.7,,2.46,Mymensingh
19810820,32.52,26.34,86.8,99.76,2.32,26.4,,6.04,Mymensingh
19810821,32.32,26.01,89.78,99.68,2.34,26.46,,22.37,Mymensingh
19810822,32.32,26.05,87.78,99.69,2.94,26.24,,15.24,Mymensingh
19810823,30.83,25.82,88.91,99.95,3.51,25.8,,24.18,Mymensingh
19810824,30.64,25.7,88.59,100.07,3.32,25.67,,19.67,Mymensingh
19810825,32.17,25.56,88.22,100.05,3.3,26.13,,15.38,Mymensingh
19810826,31.28,25.85,86.91,100.16,2.38,25.72,,4.93,Mymensingh
19810827,30.98,25.37,87.92,100.1,2.15,25.38,,1.51,Mymensingh
19810828,29.16,25.05,91.29,99.91,2.93,25.5,,28.35,Mymensingh
19810829,30.76,25.52,89.75,99.96,1.81,25.54,,5.04,Mymensingh
19810830,32.17,24.68,86.34,100.05,1.74,25.63,,1.14,Mymensingh
19810831,31.05,25.16,89.09,100.07,2.28,26.05,,0.58,Mymensingh
19810901,31.82,26.11,88.97,100.1,2.88,26.4,,0.53,Mymensingh
19810902,30.74,26.2,89.89,100.23,2.46,26.27,,9.74,Mymensingh
19810903,31.59,25.19,87.89,100.25,2.48,25.91,,10.78,Mymensingh
19810904,31.1,25.61,88.62,100.19,2.59,25.84,,3.37,Mymensingh
19810905,31.99,25.44,88.25,100.25,2.35,26.07,,2.27,Mymensingh
19810906,31.54,25.41,89.1,100.33,2.55,26.01,,7.35,Mymensingh
19810907,29.67,25.68,92.19,100.36,2.03,25.84,,5.4,Mymensingh
19810908,30.66,24.68,89.64,100.5,1.82,25.4,,9.4,Mymensingh
19810909,30.08,25.01,91.65,100.58,2.28,25.71,,19.13,Mymensingh
19810910,30.77,25.08,89.43,100.67,2.03,25.47,,27.39,Mymensingh
19810911,31.01,25.03,89.24,100.56,2.41,25.7,,12.15,Mymensingh
19810912,29.96,25.29,90.88,100.59,2.63,25.63,,7.24,Mymensingh
19810913,30.47,25.21,89.59,100.72,2.05,25.41,,24.55,Mymensingh
19810914,30.59,24.49,84.8,100.82,0.95,24.36,,23.78,Mymensingh
19810915,31.34,24.53,83.79,100.84,0.88,24.66,,2.46,Mymensingh
19810916,30.58,24.19,82.25,100.87,0.81,24.13,,0.06,Mymensingh
19810917,30.91,23.79,80.66,100.82,0.65,23.7,,0.15,Mymensingh
19810918,32.5,23.52,79.45,100.68,0.78,24.2,,0.19,Mymensingh
19810919,32.02,25.89,76.71,100.55,0.53,24.39,,0.58,Mymensingh
19810920,31.47,25.16,78.49,100.59,0.76,24.11,,14.54,Mymensingh
19810921,33.38,23.9,80.74,100.51,1.04,24.56,,3.31,Mymensingh
19810922,33.12,25.27,81.18,100.36,0.62,25.29,,1.14,Mymensingh
19810923,34.13,26.22,80.17,100.15,0.8,25.58,,0.87,Mymensingh
19810924,32.06,25.76,87.62,100.09,2.42,25.86,,0.0,Mymensingh
19810925,31.04,24.69,87.48,100.38,2.12,25.3,,0.63,Mymensingh
19810926,31.69,24.51,84.81,100.73,2.08,24.31,,1.69,Mymensingh
19810927,31.47,23.17,86.94,100.69,1.91,24.79,,2.62,Mymensingh
19810928,31.16,25.5,87.62,100.49,1.69,25.4,,4.01,Mymensingh
19810929,31.64,24.69,89.5,100.46,2.32,25.82,,7.53,Mymensingh
19810930,30.61,25.0,90.43,100.4,1.96,25.8,,7.0,Mymensingh
19811001,30.82,24.76,87.64,100.35,2.0,25.05,,13.82,Mymensingh
19811002,31.42,24.03,85.55,100.4,1.67,24.37,,3.74,Mymensingh
19811003,31.31,23.56,78.99,100.48,0.97,22.91,,0.21,Mymensingh
19811004,31.19,22.39,73.33,100.45,0.51,21.86,,0.85,Mymensingh
19811005,31.56,22.36,76.75,100.41,0.76,22.24,,0.03,Mymensingh
19811006,31.04,22.39,79.75,100.4,1.04,22.43,,0.16,Mymensingh
19811007,30.75,19.34,69.56,100.51,1.03,18.77,,0.04,Mymensingh
19811008,31.31,20.42,61.95,100.68,0.66,17.85,,0.0,Mymensingh
19811009,31.64,20.65,65.75,100.78,0.84,18.7,,0.0,Mymensingh
19811010,31.89,21.6,64.76,100.63,0.71,19.27,,0.0,Mymensingh
19811011,31.9,21.31,68.4,100.7,0.63,20.23,,0.0,Mymensingh
19811012,32.62,21.65,71.1,100.9,1.0,20.98,,0.03,Mymensingh
19811013,32.92,21.67,72.56,100.97,0.9,21.83,,0.05,Mymensingh
19811014,30.76,24.58,80.59,100.85,0.9,23.62,,0.93,Mymensingh
19811015,31.78,24.21,78.12,100.81,0.71,23.3,,0.88,Mymensingh
19811016,32.12,22.95,78.35,100.69,1.49,22.47,,0.01,Mymensingh
19811017,32.52,20.75,75.66,100.61,1.73,20.63,,0.0,Mymensingh
19811018,31.81,19.65,75.32,100.6,1.58,19.87,,0.03,Mymensingh
19811019,31.5,19.79,72.71,100.72,0.99,19.45,,0.0,Mymensingh
19811020,31.25,19.97,70.78,100.84,1.08,18.88,,0.0,Mymensingh
19811021,30.82,20.9,63.9,100.79,0.84,17.8,,0.0,Mymensingh
19811022,31.51,20.47,65.5,100.89,0.87,18.73,,0.0,Mymensingh
19811023,32.02,19.8,68.33,101.01,0.95,19.46,,0.0,Mymensingh
19811024,32.3,20.91,67.34,101.17,0.88,19.72,,0.0,Mymensingh
19811025,32.36,21.36,67.57,101.28,0.9,19.48,,0.0,Mymensingh
19811026,32.21,19.74,68.51,101.17,1.13,18.88,,0.0,Mymensingh
19811027,32.33,20.69,70.83,101.1,1.37,19.38,,0.0,Mymensingh
19811028,31.78,19.73,69.8,101.2,1.2,18.52,,0.0,Mymensingh
19811029,30.1,19.04,67.64,101.09,1.17,17.24,,0.0,Mymensingh
19811030,30.71,18.05,63.17,100.88,1.23,15.7,,0.0,Mymensingh
19811031,31.31,18.58,60.18,100.86,1.03,15.69,,0.0,Mymensingh
19811101,31.67,17.98,62.47,100.9,1.05,16.08,,0.0,Mymensingh
19811102,31.38,18.79,63.4,100.8,1.23,16.13,,0.0,Mymensingh
19811103,31.79,19.13,59.85,100.76,1.01,16.45,,0.08,Mymensingh
19811104,32.45,19.65,68.31,100.7,1.23,19.53,,0.06,Mymensingh
19811105,31.65,22.46,71.99,100.74,1.43,20.66,,0.25,Mymensingh
19811106,32.04,18.46,61.66,101.0,1.35,15.7,,0.01,Mymensingh
19811107,31.34,16.99,56.96,101.02,0.85,13.42,,0.0,Mymensingh
19811108,31.51,17.73,57.38,100.9,0.75,14.08,,0.0,Mymensingh
19811109,31.81,16.92,62.74,100.89,0.98,15.44,,0.0,Mymensingh
19811110,30.66,17.5,67.25,101.01,1.25,16.8,,0.0,Mymensingh
19811111,30.96,18.47,65.56,101.07,0.78,16.38,,0.01,Mymensingh
19811112,31.15,17.46,63.35,101.12,1.07,15.28,,0.0,Mymensingh
19811113,30.36,16.39,56.91,101.23,0.88,13.6,,0.0,Mymensingh
19811114,30.94,18.86,57.58,101.22,1.47,14.47,,0.0,Mymensingh
19811115,30.13,16.42,63.98,101.19,1.16,14.56,,0.0,Mymensingh
19811116,31.45,15.89,62.6,101.12,1.13,14.24,,0.0,Mymensingh
19811117,31.62,16.44,60.67,101.06,1.54,14.42,,0.0,Mymensingh
19811118,31.13,16.07,57.84,101.01,1.15,13.25,,0.0,Mymensingh
19811119,30.79,16.02,50.93,100.94,1.02,11.55,,0.0,Mymensingh
19811120,31.57,15.94,65.49,100.83,1.61,16.27,,0.25,Mymensingh
19811121,32.32,19.15,61.64,100.84,0.84,16.68,,0.07,Mymensingh
19811122,31.33,17.19,60.92,100.87,1.33,14.36,,0.01,Mymensingh
19811123,31.13,15.93,59.76,100.91,1.35,13.08,,0.0,Mymensingh
19811124,30.6,15.85,57.85,100.95,0.98,12.04,,0.0,Mymensingh
19811125,29.68,15.48,56.99,100.88,0.7,12.43,,0.0,Mymensingh
19811126,29.75,15.19,58.56,101.06,0.99,12.58,,0.0,Mymensingh
19811127,30.33,14.57,56.02,101.26,1.08,11.54,,0.0,Mymensingh
19811128,29.17,13.94,54.94,101.25,0.85,11.22,,0.0,Mymensingh
19811129,29.77,13.97,54.14,101.29,1.28,10.33,,0.0,Mymensingh
19811130,29.05,13.5,52.6,101.44,0.83,9.65,,0.0,Mymensingh
19811201,28.91,13.72,54.44,101.52,0.84,10.23,,0.0,Mymensingh
19811202,29.72,13.33,55.99,101.52,1.21,11.37,,0.0,Mymensingh
19811203,29.99,14.25,53.31,101.51,1.09,10.78,,0.0,Mymensingh
19811204,29.26,13.75,53.15,101.4,0.98,10.81,,0.0,Mymensingh
19811205,28.82,14.29,57.69,101.4,1.12,11.6,,0.01,Mymensingh
19811206,29.78,14.5,60.32,101.43,1.19,12.64,,0.0,Mymensingh
19811207,29.58,15.33,60.22,101.35,1.64,13.09,,0.0,Mymensingh
19811208,28.68,16.23,61.71,101.3,0.92,13.88,,0.0,Mymensingh
19811209,31.37,15.85,59.98,101.36,1.2,14.48,,0.65,Mymensingh
19811210,24.75,19.46,81.48,101.48,2.03,18.23,,12.27,Mymensingh
19811211,23.09,17.2,89.88,101.18,3.68,18.56,,52.51,Mymensingh
19811212,27.19,13.62,77.46,101.52,1.48,15.15,,1.66,Mymensingh
